title,title_link,authors,publications,snippet,hcp_name,num_articles
[HTML][HTML] Health related quality of life in different states of breast cancer,https://link.springer.com/article/10.1007/s11136-007-9202-8,"M Lidgren, N Wilking, B Jönsson, C Rehnberg ","Quality of life research, 2007 ","Objectives The aim of this study was to describe the health related quality of life (HRQoL) in 
different breast cancer disease states using preference-based measures. Material and Methods 
A total of 361 consecutive breast cancer patients attending the breast cancer outpatient …",Nils Wilking,10
Influence of prior and subsequent pregnancy on breast cancer prognosis.,https://ascopubs.org/doi/abs/10.1200/jco.1995.13.2.430,"E von Schoultz, H Johansson, N Wilking… ","Journal of clinical …, 1995 ","PURPOSE AND METHODS The prognostic influence of pregnancies 5 years before (n = 
173) and after (n = 50) breast cancer diagnosis was investigated in 2,119 women less than 
50 years of age with a primary operable breast cancer. The main end point was distant …",Nils Wilking,10
Basoluminal carcinoma: a new biologically and prognostically distinct entity between basal and luminal breast cancer,https://clincancerres.aacrjournals.org/content/12/14/4185.short,"M Laakso, M Tanner, J Nilsson, T Wiklund… ","Clinical Cancer …, 2006 ","Purpose: Breast carcinomas expressing basal epithelium cytokeratins constitute a tumor 
subgroup that is typically hormone receptor negative and shows a distinct gene expression 
profile. Based on variable basal cytokeratin immunostaining patterns, we hypothesized that the “…",Nils Wilking,10
[HTML][HTML] A review of breast cancer care and outcomes in Latin America,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3607519/,"N Justo, N Wilking, B Jönsson, S Luciani, E Cazap ","The oncologist, 2013 ","This review presents an overview of breast cancer care, burden, and outcomes in Latin 
America, as well as the challenges and opportunities for improvement. Information was gleaned 
through a review of the literature, public databases, and conference presentations, in addition …",Nils Wilking,10
[PDF][PDF] A pan-European comparison regarding patient access to cancer drugs,http://www.medicine.mcgill.ca/epidemiology/courses/EPIB654/Summer2010/Policy/Cancer_Report%20Karolinska.pdf,"N Wilking, B Jönsson ",2005 ,"Foreword One of the great triumphs of scientific research has been to advance our knowledge 
of the causes and pathophysiology of malignancy. This has resulted in the development of 
new ways to treat the many diseases included under the term ‘cancer’. Over the past 30-40 …",Nils Wilking,10
[HTML][HTML] The cost and burden of cancer in the European Union 1995–2014,https://www.sciencedirect.com/science/article/pii/S0959804916322869,"B Jönsson, T Hofmarcher, P Lindgren… ","European Journal of …, 2016 ","Background There is an intense debate about the cost of cancer and the value of new 
treatments. However, there is limited data on the cost of cancer in the European Union (EU) 
and how costs relate to the burden of disease. This paper presents new estimates on the …",Nils Wilking,20
[HTML][HTML] Clinical experience with Zarzio® in Europe: what have we learned?,https://link.springer.com/article/10.1007/s00520-013-1911-7,"P Gascón, H Tesch, K Verpoort, MS Rosati… ","Supportive Care in …, 2013 ","Biosimilars are similar, but non-identical, versions of existing biological drugs for which patents 
have expired. Despite the rigorous approval process for biosimilars, concerns have been 
expressed about the efficacy and safety of these products in clinical practice. Biosimilars of …",Nils Wilking,20
[HTML][HTML] Hormone replacement therapy after breast cancer: 10 year follow up of the Stockholm randomised trial,https://www.sciencedirect.com/science/article/pii/S0959804912005497,"M Fahlén, T Fornander, H Johansson… ","European journal of …, 2013 ","Background The management of hormonal deficiency symptoms in breast cancer survivors 
is an unsolved problem. While hormone replacement therapy (HRT) may increase the risk of 
breast cancer in healthy women, its effects on recurrence is unclear. Observational studies …",Nils Wilking,20
Radiation-induced breast cancer: long-term follow-up of radiation therapy for benign breast disease,https://academic.oup.com/jnci/article-abstract/85/20/1679/1043807,"A Mattsson, BI Rudén, P Hall, N Wilking… ","JNCI: Journal of the …, 1993 ","Background : From the 1920s through the 1950s, radiation therapy was used in Sweden as a 
treatment for benign breast diseases. It is now known that exposure of the breast to ionizing 
radiation increases the relative risk of subsequent breast cancer, especially for younger …",Nils Wilking,20
Contralateral primary tumors in breast cancer patients in a randomized trial of adjuvant tamoxifen therapy,https://academic.oup.com/jnci/article-abstract/83/18/1299/925581,"LE Rutqvist, B Cedermark, U Glas… ","JNCI: Journal of the …, 1991 ","Prophylactic treatment with the anti-estrogen tamoxifen may reduce the risk of breast cancer 
because estrogens are thought to act as promotors in the pathogenesis of the disease. This 
article presents results on the incidence of contralateral new primary tumors among 1846 …",Nils Wilking,20
[HTML][HTML] The cost of cancer in Europe 2018,https://www.sciencedirect.com/science/article/pii/S0959804920300265,"T Hofmarcher, P Lindgren, N Wilking… ","European Journal of …, 2020 ","Background Cancer care is evolving rapidly, and costs and value of new treatments are 
frequently debated. Up-to-date evidence on the total cost of cancer is needed to inform policy 
decisions. This study estimates the cost of cancer in Europe in 2018 and extends a previous …",Nils Wilking,20
[PDF][PDF] Cost of breast cancer in Sweden in 2002,https://link.springer.com/content/pdf/10.1007/s10198-006-0003-8.pdf,"M Lidgren, N Wilking, B Jönsson ","The European Journal of Health …, 2007 ","Breast cancer is the most common cancer among Swedish women and an important cause of 
illness and death. The aim of this study was to estimate the total cost of breast cancer in 
Sweden in 2002, using a top-down prevalence-based cost-of-illness approach. The total cost of …",Nils Wilking,20
[HTML][HTML] Forecasting drug utilization and expenditure in a metropolitan health region,https://bmchealthservres.biomedcentral.com/articles/10.1186/1472-6963-10-128,"B Wettermark, ME Persson… ","BMC health …, 2010 ","New pharmacological therapies are challenging the healthcare systems, and there is an 
increasing need to assess their therapeutic value in relation to existing alternatives as well as 
their potential budget impact. Consequently, new models to introduce drugs in healthcare are …",Nils Wilking,20
Radiation therapy in the management of brain metastases from breast cancer,https://link.springer.com/article/10.1023/A:1006486423827,"T Fokstuen, N Wilking, LE Rutqvist, J Wolke… ","Breast cancer research …, 2000 ","A retrospective analysis of 99 patients treated at Radiumhemmet, Karolinska Hospital 1979–1990 
with palliative radiotherapy for brain metastases from breast cancer was performed. A relief 
of symptoms was obtained in 45% of patients. Median time from diagnosis of breast …",Nils Wilking,20
Resource use and costs associated with different states of breast cancer,https://www.cambridge.org/core/journals/international-journal-of-technology-assessment-in-health-care/article/resource-use-and-costs-associated-with-different-states-of-breast-cancer/BA8864F0D4E4B6BE2E343A69D2A90027,"M Lidgren, N Wilking, B Jönsson… ","International journal of …, 2007 ","Objectives: This study investigated the direct medical resource use and cost, informal care 
cost, and indirect cost associated with breast cancer in different states of the disease in normal 
clinical practice.Methods: A retrospective database analysis was used to estimate direct …",Nils Wilking,20
Inhibition of tumor cell growth by monoterpenes in vitro: evidence of a Ras-independent mechanism of action.,https://europepmc.org/article/med/8826611,"J Karlson, AK Borg-Karlson, R Unelius… ","Anti-cancer …, 1996 ","(+)-Limonene (d-limonene) and related monoterpenes show chemopreventive activity 
against rodent mammary carcinoma and inhibit the growth of cancer cells in vitro. One 
suggested mechanism for the anti-tumorigenic effect of (+)-limonene is inhibition of the post-translational …",Nils Wilking,30
[HTML][HTML] Knowledge and understanding among cancer patients consenting to participate in clinical trials,https://www.sciencedirect.com/science/article/pii/S095980490800662X,"M Bergenmar, C Molin, N Wilking… ","European Journal of …, 2008 ","The aim of this study was to explore the fulfilment of the requirements of informed consent in 
patients participating in cancer clinical trials. All patients consenting to a phase II or III clinical 
trial during one year were included (n = 325, 176 women, 54%). Data were collected by a …",Nils Wilking,30
Cost-effectiveness of HER2 testing and trastuzumab therapy for metastatic breast cancer,https://www.tandfonline.com/doi/abs/10.1080/02841860801901618,"M Lidgren, N Wilking, B Jönsson, C Rehnberg ","Acta Oncologica, 2008 ","Background. Trastuzumab is a monoclonal antibody that together with chemotherapy 
significantly improves time to progression and overall survival for metastatic breast cancer 
patients with tumours overexpressing HER2. The aim of this study was to analyse the cost-…",Nils Wilking,30
The porto European cancer research summit 2021,https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/1878-0261.13078,"U Ringborg, A Berns, JE Celis, M Heitor, J Tabernero… ",2021 ,"Key stakeholders from the cancer research continuum met in May 2021 at the European 
Cancer Research Summit in Porto to discuss priorities and specific action points required for 
the successful implementation of the European Cancer Mission and Europe's Beating Cancer …",Nils Wilking,30
Comparator report on patient access to cancer medicines in Europe revisited,https://portal.research.lu.se/portal/en/publications/comparator-report-on-patient-access-to-cancer-medicines-in-europe-revisited(d8ee8fd1-f778-4525-a180-301faa9ac666).html,"B Jönsson, T Hofmarcher, P Lindgren, N Wilking ",2016 ,"In a new report, the Swedish Institute for Health Economics (IHE) compares the cancer 
situation in EU28 plus Norway and Switzerland. The report builds on a previous comparative 
study conducted in 2005 and provides a comprehensive view of the development of cancer in …",Nils Wilking,30
Levels of knowledge and perceived understanding among participants in cancer clinical trials–factors related to the informed consent procedure,https://journals.sagepub.com/doi/abs/10.1177/1740774510384516,"M Bergenmar, H Johansson, N Wilking ","Clinical trials, 2011 ","Background An informed consent from patients participating in cancer clinical trials is mandatory 
according to international and national guidelines and laws. Insufficient knowledge and 
understanding by trial participants have been reported in several studies. Purpose The aims …",Nils Wilking,30
"[HTML][HTML] The European cancer patient's bill of rights, update and implementation 2016",https://www.sciencedirect.com/science/article/pii/S2059702920324972,"M Lawler, I Banks, K Law, T Albreht, JP Armand… ","ESMO open, 2016 ","In this implementation phase of the European Cancer Patient’s Bill of Rights (BoR), we 
confirm the following three patient-centred principles that underpin this initiative: 1. The right of 
every European citizen to receive the most accurate information and to be proactively involved …",Nils Wilking,30
[HTML][HTML] Societal challenges of precision medicine: bringing order to chaos,https://www.sciencedirect.com/science/article/pii/S0959804917311486,"R Salgado, H Moore, JWM Martens, T Lively… ","European Journal of …, 2017 ","The increasing number of drugs targeting specific proteins implicated in tumourigenesis 
and the commercial promotion of relatively affordable genome-wide analyses has led to an 
increasing expectation among patients with cancer that they can now receive effective …",Nils Wilking,30
[HTML][HTML] A catalyst for change: the European cancer patient's bill of rights,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3958470/,"M Lawler, T Le Chevalier, MJ Murphy Jr, I Banks… ","The …, 2014 ","The European Cancer Concord is a unique patient-centered partnership that will act as a 
catalyst to achieve improved access to an optimal standard of cancer care and research for 
European citizens. In order to provide tangible benefits for European cancer patients, the …",Nils Wilking,30
[HTML][HTML] Achieving equal and timely access to innovative anticancer drugs in the European Union (EU): summary of a multidisciplinary CECOG-driven roundtable …,https://www.sciencedirect.com/science/article/pii/S2059702920300867,"N Wilking, A Bucsics, LK Sekulovic, G Kobelt, A Laslop… ","ESMO open, 2019 ","The Central European Cooperative Oncology Group (CECOG) and ‘ESMO Open—Cancer 
Horizons’ roundtable discussion brought together stakeholders from several European Union 
(EU) countries involved in drug development, drug authorisation and reimbursement or …",Nils Wilking,30
"[HTML][HTML] Incidence of heart disease in 35,000 women treated with radiotherapy for breast cancer in Denmark and Sweden",https://www.sciencedirect.com/science/article/pii/S0167814011003276,"P McGale, SC Darby, P Hall, J Adolfsson… ","Radiotherapy and …, 2011 ","Purpose To study incidence of radiation-related heart disease in a large population of breast 
cancer patients followed for up to 30 years. Material and methods 72,134 women diagnosed 
with breast cancer in Denmark or Sweden during 1976–2006 and followed prospectively. …",Nils-Olof Bengtsson,10
[HTML][HTML] HER2 expression in breast cancer primary tumours and corresponding metastases. Original data and literature review,https://www.nature.com/articles/6601881,"J Carlsson, H Nordgren, J Sjöström, K Wester… ","British journal of …, 2004 ","The aim of this study was to evaluate whether the HER2 expression in breast cancer is retained 
in metastases. The HER2 expression in primary tumours and the corresponding lymph 
node metastases were evaluated in parallel samples from 47 patients. The HercepTest was …",Nils-Olof Bengtsson,10
"[HTML][HTML] Tailored fluorouracil, epirubicin, and cyclophosphamide compared with marrow-supported high-dose chemotherapy as adjuvant treatment for high-risk breast …",https://www.sciencedirect.com/science/article/pii/S0140673600028415,"J Bergh, T Wiklund, B Erikstein, E Lidbrink, H Lindman… ","The Lancet, 2000 ","Background Chemotherapy drug distribution varies greatly among individual patients. 
Therefore, we developed an individualised fluorouracil, epirubicin, cyclophosphamide (FEC) 
regimen to improve outcomes in patients with high-risk early breast cancer. We then did a …",Nils-Olof Bengtsson,10
[HTML][HTML] Cyclin D1 overexpression is a negative predictive factor for tamoxifen response in postmenopausal breast cancer patients,https://www.nature.com/articles/6601831,"M Stendahl, Å Kronblad, L Rydén, S Emdin… ","British journal of …, 2004 ","Antioestrogen treatment by tamoxifen is a well-established adjuvant therapy for oestrogen 
receptor-alpha (ERα) positive breast cancer. Despite ERα expression some tumours do not 
respond to tamoxifen and we therefore delineated the potential link between the cell cycle …",Nils-Olof Bengtsson,10
"The predictive value of bcl-2, bax, bcl-xL, bag-1, fas, and fasL for chemotherapy response in advanced breast cancer",https://clincancerres.aacrjournals.org/content/8/3/811.short,"J Sjöström, C Blomqvist, K von Boguslawski… ","Clinical Cancer …, 2002 ","Purpose: The purpose was to evaluate the utility of some bcl-2 family proteins fas and fasL 
as predictive indicators for chemotherapy response in advanced breast cancer. Experimental 
Design: Between October 1994 and October 1997, 283 patients with advanced breast …",Nils-Olof Bengtsson,10
Effect of tailored dose-dense chemotherapy vs standard 3-weekly adjuvant chemotherapy on recurrence-free survival among women with high-risk early breast cancer …,https://jamanetwork.com/journals/jama/article-abstract/2579866,"T Foukakis, G Von Minckwitz, NO Bengtsson… ","Jama, 2016 ","Importance Standard dosing of chemotherapy based on body surface area results in marked 
interpatient variation in pharmacokinetics, toxic effects, and efficacy. Whether tailored dosing 
can improve outcomes is unknown, as is the role of dose-dense adjuvant chemotherapy. …",Nils-Olof Bengtsson,10
"Colon cancer, physical activity, and occupational exposures. A case‐control study",https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19900501)63:9%3C1838::AID-CNCR2820630930%3E3.0.CO;2-4,"M Fredriksson, NO Bengtsson, L Hardell, O Axelson ","Cancer, 1989 ","A case‐control study on colon cancer was conducted encompassing 329 cases and 658 
controls. Occupations and various exposures were assessed by questionnaires. A decreased 
risk was found in persons with physically active occupations. This effect was most pronounced …",Nils-Olof Bengtsson,10
TOP2A and HER2 gene amplification as predictors of response to anthracycline treatment in breast cancer,https://www.tandfonline.com/doi/abs/10.1080/02841860500543182,"K Villman, J Sjöström, R Heikkilä, R Hultborn… ","Acta …, 2006 ","The purpose of this study was to evaluate amplification of topoisomerase IIalpha (TOP2A) and 
HER2 genes as predictors of response to chemotherapy in advanced breast cancer. Gene 
copy number of TOP2A and HER2 were analysed with chromogenic in situ hybridization (…",Nils-Olof Bengtsson,10
Adjuvant chemotherapy plus tamoxifen compared with tamoxifen alone for postmenopausal breast cancer: meta-analysis of quality-adjusted survival,https://www.sciencedirect.com/science/article/pii/S0140673696902779,"RD Gelber, BF Cole, A Goldhirsch, C Rose, B Fisher… ","The Lancet, 1996 ","Background Adjuvant tamoxifen for early breast cancer provides an improvement in relapse-free 
(RFS) and overall survival (OS), especially for older women. We carried out a meta-analysis 
to find out whether the benefit of adding chemotherapy to tamoxifen outweighs its costs …",Nils-Olof Bengtsson,10
Coronary heart disease mortality after 5 years of adjuvant tamoxifen therapy: results from a randomized trial,https://academic.oup.com/jnci/article-abstract/97/21/1609/2521459,"B Nordenskjöld, J Rosell, LE Rutqvist… ","Journal of the …, 2005 ","From January 1, 1983, through December 31, 1992, a total of 4610 patients entered a 
randomized trial that compared mortality among patients receiving 2 years of adjuvant tamoxifen 
therapy with that in patients receiving 5 years of adjuvant tamoxifen therapy, 4175 of whom …",Nils-Olof Bengtsson,10
"[PDF][PDF] Similar Efficacy for Ovarian Ablation Compared With Cyclophosphamide, Methotrexate, and Fluorouracil: From a Randomized Comparison of Premenopausal …",https://www.researchgate.net/profile/Claus-Kamby/publication/6721590_Similar_Efficacy_for_Ovarian_Ablation_Compared_With_Cyclophosphamide_Methotrexate_and_Fluorouracil_From_a_Randomized_Comparison_of_Premenopausal_Patients_With_Node-Positive_Hormone_Receptor-Positive_B/links/5862423d08ae6eb871aaf873/Similar-Efficacy-for-Ovarian-Ablation-Compared-With-Cyclophosphamide-Methotrexate-and-Fluorouracil-From-a-Randomized-Comparison-of-Premenopausal-Patients-With-Node-Positive-Hormone-Receptor-Positiv.pdf,"B Ejlertsen, HT Mouridsen, MB Jensen… ","Journal of clinical …, 2006 ","… Mouridsen, Maj-Britt Jensen, Nils-Olof Bengtsson, Jonas Bergh, Soren Cold, Per Edlund, 
Marianne Ewertz, Peter W. de Graaf, Claus Kamby, and Dorte L. Nielsen … Mouridsen, Maj-Britt 
Jensen, Nils-Olof Bengtsson, Jonas Bergh, Soren Cold, Per Edlund, Marianne Ewertz, Peter …",Nils-Olof Bengtsson,20
"Predictive value of p53, mdm-2, p21, and mib-1 for chemotherapy response in advanced breast cancer",https://clincancerres.aacrjournals.org/content/6/8/3103.short,"J Sjöström, C Blomqvist, P Heikkilä… ","Clinical cancer …, 2000 ","p53 is a transcription factor that participates in cell cycle checkpoint processes and 
apoptosis. The protein product of the murine double minute gene 2 (mdm-2) plays a central 
role in the regulation of p53. In response to DNA-damaging agents, the wild-type p53-activated …",Nils-Olof Bengtsson,20
Long-term effects on the incidence of second primary cancers in a randomized trial of two and five years of adjuvant tamoxifen,https://www.tandfonline.com/doi/abs/10.1080/0284186X.2016.1273547,"J Rosell, B Nordenskjöld, NO Bengtsson… ","Acta …, 2017 ","Background: Tamoxifen is a well established treatment for breast cancer, but its long-term 
effects on the incidence of secondary cancers are not fully evaluated. Material and methods: 
We have studied 4128 postmenopausal patients with early stage breast cancer who were …",Nils-Olof Bengtsson,20
Efficacy and safety of tailored and dose‐dense adjuvant chemotherapy and trastuzumab for resected HER2‐positive breast cancer: Results from the phase 3 …,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.32653,"A Papakonstantinou, A Matikas, NO Bengtsson… ","Cancer, 2020 ","Background Dose‐dense (DD) adjuvant chemotherapy improves outcomes in early breast 
cancer (BC). However, there are no phase 3 randomized data to inform on its combination 
with trastuzumab for patients with human epidermal growth factor receptor 2 (HER2)–positive …",Nils-Olof Bengtsson,20
[HTML][HTML] Long-term follow-up of the SBG 9401 study comparing tailored FEC-based therapy versus marrow-supported high-dose therapy,https://www.sciencedirect.com/science/article/pii/S0923753419378743,"N Wilking, E Lidbrink, T Wiklund, B Erikstein… ","Annals of oncology, 2007 ","Background: The purpose was to investigate adjuvant marrow-supportive high-dose 
chemotherapy compared with an equitoxicity-tailored comparator arm. Patients and methods: 
Five hundred and twenty-five women below the age of 60 years with operated high-risk primary …",Nils-Olof Bengtsson,20
