title,title_link,authors,publications,snippet,hcp_name,num_articles
[HTML][HTML] No association between low-dose aspirin use and breast cancer outcomes overall: a Swedish population-based study,https://link.springer.com/article/10.1186/s13058-018-1065-0,"G Frisk, S Ekberg, E Lidbrink, S Eloranta, M Sund… ","Breast Cancer …, 2018 ","Results from previous studies indicate that use of low-dose aspirin may improve breast 
cancer prognosis. We evaluated aspirin use and breast cancer outcomes in relation to clinical 
characteristics as well as dose and duration of aspirin use. We used information from the …",Irma Fredriksson,20
Early detection of breast cancer rectifies inequality of breast cancer outcomes,https://journals.sagepub.com/doi/abs/10.1177/0969141320921210,"L Tabár, THH Chen, AMF Yen… ","Journal of medical …, 2021 ","Objectives To explain apparent differences among mammography screening services in 
Sweden using individual data on participation in screening and with breast cancer–specific 
survival as an outcome. Methods We analysed breast cancer survival data from the Swedish …",Irma Fredriksson,20
[HTML][HTML] Breast cancer in young women and prognosis: How important are proliferation markers?,https://www.sciencedirect.com/science/article/pii/S0959804917311772,"H Fredholm, K Magnusson, LS Lindström… ","European journal of …, 2017 ","Aim Compared to middle-aged women, young women with breast cancer have a higher risk of 
systemic disease. We studied expression of proliferation markers in relation to age and 
subtype and their association with long-term prognosis. Methods Distant disease-free survival (…",Irma Fredriksson,20
"[PDF][PDF] Impact of chemotherapy, radiotherapy, and endocrine therapy on sick leave in women with early-stage breast cancer during a 5-year period: a population …",https://link.springer.com/content/pdf/10.1007/s10549-020-05720-4.pdf,"A Plym, ALV Johansson, H Bower, AK Wennstig… ","Breast cancer research …, 2020 ","Purpose To examine the influence of type of oncological treatment on sick leave in women 
of working age with early-stage breast cancer. Methods We identified 8870 women aged 30–64 
diagnosed with stage I–II breast cancer between 2005 and 2012 in the Breast Cancer …",Irma Fredriksson,20
[HTML][HTML] Sequencing-based breast cancer diagnostics as an alternative to routine biomarkers,https://www.nature.com/articles/srep38037,"M Rantalainen, D Klevebring, J Lindberg, E Ivansson… ","Scientific reports, 2016 ","Sequencing-based breast cancer diagnostics have the potential to replace routine biomarkers 
and provide molecular characterization that enable personalized precision medicine. 
Here we investigate the concordance between sequencing-based and routine diagnostic …",Irma Fredriksson,20
[HTML][HTML] Effect of selective serotonin reuptake inhibitors use on endocrine therapy adherence and breast cancer mortality: a population-based study,https://link.springer.com/article/10.1007/s10549-016-3928-3,"A Valachis, H Garmo, J Weinman, I Fredriksson… ","Breast cancer research …, 2016 ","The purpose of the study was to investigate whether the concomitant use of selective 
serotonin reuptake inhibitors (SSRI) with tamoxifen influences the risk of death due to breast 
cancer, and we also investigated the association between SSRI use and adherence to oral …",Irma Fredriksson,20
[HTML][HTML] Diagnostic pathways and management in women with pregnancy-associated breast cancer (PABC): no evidence of treatment delays following a first …,https://link.springer.com/article/10.1007/s10549-018-05083-x,"ALV Johansson, CE Weibull, I Fredriksson… ","Breast cancer research …, 2019 ","Background Women with pregnancy-associated breast cancer (PABC), ie diagnosed during 
or within 2 years of pregnancy, have a poor prognosis. We compared symptoms, diagnostics, 
treatments, and waiting times from first symptoms to treatment initiation in women …",Irma Fredriksson,20
Low concordance of biomarkers in histopathological and cytological material from breast cancer,https://onlinelibrary.wiley.com/doi/abs/10.1111/his.12344,"G Stålhammar, G Rosin, I Fredriksson, J Bergh… ","…, 2014 ","Aims The aim of this study was to investigate in primary breast cancer the congruency of 
routine clinical predictive biomarker evaluations, including ER , PR and K i67, obtained 
using immunocytochemistry ( ICC ) and immunohistochemistry ( IHC ). Methods and results …",Irma Fredriksson,20
Time trends in axilla management among early breast cancer patients: Persisting major variation in clinical practice across European centers,https://www.tandfonline.com/doi/abs/10.3109/0284186X.2015.1136751,"A Gondos, L Jansen, J Heil, A Schneeweiss… ","Acta …, 2016 ","Background We examined time trends in axilla management among patients with early breast 
cancer in European clinical settings. Material and methods EUROCANPlatform partners, 
including population-based and cancer center-specific registries, provided routinely available …",Irma Fredriksson,20
[HTML][HTML] Risk of ischemic heart disease after radiotherapy for ductal carcinoma in situ,https://link.springer.com/article/10.1007/s10549-018-4803-1,"C Wadsten, AK Wennstig, H Garmo, G Nilsson… ","Breast cancer research …, 2018 ","Purpose The use of adjuvant radiotherapy (RT) in the management of ductal carcinoma in 
situ (DCIS) is increasing. Left-sided breast irradiation may involve exposure of the heart to 
ionising radiation, increasing the risk of ischemic heart disease (IHD). We examined the …",Irma Fredriksson,30
Bleeding risk in breast cancer patients during concomitant administration of warfarin and tamoxifen: A population‐based nested case‐control study,https://onlinelibrary.wiley.com/doi/abs/10.1111/tbj.13759,"A Valachis, H Garmo, I Fredriksson, M Sund… ","The breast …, 2020 ","We aimed to investigate whether the concomitant use of tamoxifen with warfarin is 
associated with higher risk for bleeding among patients with early estrogen‐receptor (ER)‐positive 
breast in a population‐based nested case‐control study. We identified 1787 patients taking …",Irma Fredriksson,30
Data Resource Profile: Breast Cancer Data Base Sweden 2.0 (BCBaSe 2.0),https://academic.oup.com/ije/article-abstract/50/6/1770/6362677,"C Wadsten, AK Wennstig, H Garmo… ","International journal …, 2021 ","Advance Access Publication Date: 2 September 2021 Data Resource Profile linked to 
national demographic and population-based health care registers, with information on a wide 
range of variables regarding socioeconomic factors and comorbidity. In the cohort, as in all of …",Irma Fredriksson,30
"[HTML][HTML] Treatment patterns, risk for hospitalization and mortality in older patients with triple negative breast cancer",https://www.sciencedirect.com/science/article/pii/S1879406820304318,"A Valachis, P Nyström, I Fredriksson… ","Journal of Geriatric …, 2021 ","Objectives To study the treatment patterns, potential risk factors for hospitalization within one 
year from diagnosis, and causes of death in older patients with triple negative breast cancer 
(TNBC). Materials and Methods We performed a registry-based cohort study using the …",Irma Fredriksson,30
"[HTML][HTML] In modern times, how important are breast cancer stage, grade and receptor subtype for survival: a population-based cohort study",https://link.springer.com/article/10.1186/s13058-021-01393-z,"ALV Johansson, CB Trewin, I Fredriksson… ","Breast Cancer …, 2021 ","In breast cancer, immunohistochemistry (IHC) subtypes, together with grade and stage, are 
well-known independent predictors of breast cancer death. Given the immense changes in 
breast cancer treatment and survival over time, we used recent population-based data to test …",Irma Fredriksson,30
Variability in Breast Cancer Biomarker Assessment and the Effect on Oncological Treatment Decisions: A Nationwide 5-Year Population-Based Study,https://www.mdpi.com/1026568,"B Acs, I Fredriksson, C Rönnlund, C Hagerling… ","Cancers, 2021 ","We compared estrogen receptor (ER), progesterone receptor (PR), human epidermal growth-factor 
receptor 2 (HER2), Ki67, and grade scores among the pathology departments in Sweden. 
We investigated how ER and HER2 positivity rates affect the distribution of endocrine …",Irma Fredriksson,30
[HTML][HTML] Loss in working years after a breast cancer diagnosis,https://www.nature.com/articles/bjc2017456,"A Plym, H Bower, I Fredriksson, L Holmberg… ","British journal of …, 2018 ","Background: Breast cancer can negatively influence working life, but it is unclear how many 
working years women with breast cancer can expect to lose. Methods: Women diagnosed 
with breast cancer between 1997 and 2012 were identified in the Breast Cancer Data Base …",Irma Fredriksson,30
"[HTML][HTML] Causes of sick leave, disability pension, and death following a breast cancer diagnosis in women of working age",https://www.sciencedirect.com/science/article/pii/S0960977619300396,"A Plym, ALV Johansson, H Bower, M Voss, L Holmberg… ","The Breast, 2019 ","Objectives Women diagnosed with breast cancer during working age are at increased risk of 
permanent absence from work, but the underlying medical causes have rarely been studied. 
We examined the risk of cause-specific sick leave, disability pension, and the competing …",Irma Fredriksson,30
[HTML][HTML] Aromatase inhibitors use and risk for cardiovascular disease in breast cancer patients: A population-based cohort study,https://www.sciencedirect.com/science/article/pii/S0960977621004124,"M Sund, M Garcia-Argibay, H Garmo, J Ahlgren… ","The Breast, 2021 ","Background Prior studies regarding use of Aromatase inhibitors (AIs) and risk for cardiovascular 
disease (CVD) have shown conflicting results. This retrospective cohort study aimed to 
investigate whether AIs use affects risk for CVD events in postmenopausal breast cancer …",Irma Fredriksson,30
[HTML][HTML] Superficial scrapings from breast tumors is a source for biobanking and research purposes,https://www.nature.com/articles/labinvest201465,"R Ma, I Fredriksson, GM Karthik, G Winn… ","Laboratory …, 2014 ","Breast cancer is a unique tumor disease in terms of the stringent requirement of predictive 
biomarker assessments. As recommended by current international guidelines, the established 
markers consist of estrogen receptor (ER), progesterone receptor, human epidermal growth …",Irma Fredriksson,30
Traditional Cardiovascular Risk Factors and Their Relation to Future Surgery for Valvular Heart Disease or Ascending Aortic Disease: A Case–Referent Study,https://www.ahajournals.org/doi/abs/10.1161/jaha.116.005133,"J Ljungberg, B Johansson, KG Engström… ","Journal of the …, 2017 ","Background Risk factors for developing heart valve and ascending aortic disease are based 
mainly on retrospective data. To elucidate these factors in a prospective manner, we have 
performed a nested case–referent study using data from large, population‐based surveys. …",Paul Holmer,10
[BOOK][B] On Kierkegaard and the truth,https://books.google.com/books?hl=en&lr=&id=ondMAwAAQBAJ&oi=fnd&pg=PR9&dq=%22Paul+Holmer%22&ots=prGKxWiLvy&sig=55NFM8-fFdiDc9wJlusGqCmuRgE,PL Holmer ,2012 ,"Paul L. Holmer (1916-2004) was Professor of Philosophy at the University of Minnesota (1946-1960) 
and Noah Porter Professor of Philosophical Theology at Yale Divinity School (1960-1987). 
Among his many acomplishments, Holmer was one of the most significant American …",Paul Holmer,10
Kierkegaard and ethical theory,https://www.journals.uchicago.edu/doi/pdf/10.1086/290879,PL Holmer ,"Ethics, 1953 ","K IERKEGAARD was a many-sided au-thor with a richly variegated literature as his life-work. 
Though he has been well known to readers of theological literature for a relatively long time 
and especially since Karl Barth and other European theologians have cited him, it is only …",Paul Holmer,10
Kierkegaard and Religious Propositions,https://www.journals.uchicago.edu/doi/pdf/10.1086/484689,PL Holmer ,"The Journal of Religion, 1955 ","I KIERKEGAARD combined a lifelong pair of interests: one, a logical and technical interest, 
in the form and validity of kinds of discourse, philosophical, religious, poetical; the other, a 
passion for that mode of existence which was the correct one for himself, that for which, as he …",Paul Holmer,10
The use of the play situation as an aid to diagnosis: A case report.,https://psycnet.apa.org/record/2013-37705-009,P Holmer ,"American Journal of Orthopsychiatry, 1937 ","This paper is primarily to call attention to the value of play technic or the free play situation 
as developed in child guidance clinics as an aid to diagnosis in very young children. The 
case presented exhibits some extremely interesting problems in therapy and indicates very …",Paul Holmer,10
Scientific language and the language of religion,https://www.jstor.org/stable/1385175,"PL Holmer, HR Holcomb ","Journal for the Scientific Study of Religion, 1961 ","FROM both philosophers and theologians of recent years have come severe questions about 
the language of religious men. The questions have been many and diverse in intent; but 
withal and in the passage of time a certain dignity has accrued to these concerns, evidenced …",Paul Holmer,10
[PDF][PDF] Kierkegaard and logic,https://tidsskrift.dk/kierkegaardiana/article/download/31537/28990,PL Holmer ,"Kierkegaardiana, 1957 ","Kierkegaard is certainly one of the most prolific thinkers of the nineteenth century. And he 
bids fair to becoming also one of the most influential. Though there are numerous testimonies 
to his persuasive powers, especially among religiously sympathetic readers but also among …",Paul Holmer,10
Language and Theology: some critical notes,https://www.cambridge.org/core/journals/harvard-theological-review/article/language-and-theology-some-critical-notes/367EB7561B1C8F5B48463CDFCBDCAB50,PL Holmer ,"Harvard Theological Review, 1965 ","There has been much talk in religious circles about the condition of theology. It is frequently 
charged that its language is no longer viable; and thus, if for no other reason, the theologian 
must seek a more contemporary idiom. Furthermore, with the need expressed over and over …",Paul Holmer,10
[CITATION][C] The grammar of faith,https://philpapers.org/rec/HOLTGO-10,PL Holmer ,1978 ,"PL Holmer, The Grammar of Faith - PhilPapers Sign in | Create an account PhilPapers 
PhilPeople PhilArchive PhilEvents PhilJobs PhilPapers home Syntax Advanced Search Syntax 
Advanced Search Syntax Advanced Search The Grammar of Faith PL Holmer (1978) Abstract …",Paul Holmer,10
Paul Among Jews and Gentiles,https://www.cambridge.org/core/journals/worldview/article/paul-among-jews-and-gentiles-by-krister-stendahl-fortress-133-pp-375-paper/540CA5B2E90F9654D1E071AC20F1F866,"K Stendahl, PL Holmer ","Paul Among Jews and Gentiles, 1975 ","… Yale's Paul Holmer has therefore rendered a major service in lifting up distinctive 
elements of Lewis's thought. In particular, and contra many critics, he argues persuasively 
that Lewis was well aware'of the more dominant philosophical and literary currents of his …",Paul Holmer,10
Something About What Makes It Funny,https://www.jstor.org/stable/41177916,P Holmer ,"Soundings, 1974 ","I theory of humor does not have to be funny. And it is not the worse for that. Does a theory about 
logical fallacies also have to be fallacious? Does a description of health have to be healthy 
and an hypothesis about humility itself humble? Of course not, we hasten to say. But it still …",Paul Holmer,20
Kierkegaard and the Sermon,https://www.journals.uchicago.edu/doi/pdf/10.1086/484866,PL Holmer ,"The Journal of Religion, 1957 ","Kierkegaard's immense literature does two different things: first, it offers instances of all kinds 
of literature-argumentative prose, rhapsodies on music, love, and art, aesthetic criticism, and 
religious discourses-and, second, a literature about all of these. In the first kind of writing …",Paul Holmer,20
Wittgenstein:'Saying 'and'Showing ',https://www.degruyter.com/document/doi/10.1515/nzst.1980.22.1-3.222/html,PL Holmer ,1980 ,"Wittgenstein spoke äs though there were things which were ein-expressible"", matters which 
cannot be put into words, but which make themselves manifest. These, he said, were what is 
mystical. Such remarks make it sound äs though Wittgenstein had experienced something …",Paul Holmer,20
[PDF][PDF] Tying the Clinic with the Court,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/yrbok25&section=17,P Holmer ,"YB, 1941 ","C HILD guidance clinics came into being because of public concern with the problems of juvenile 
delinquency. In 1909 Dr. William Healy started the first child guidance clinic in connection 
with the juvenile court of Cook county, Illinois. In 1921 child guidance clinics received an …",Paul Holmer,20
Theology and Belief,https://journals.sagepub.com/doi/abs/10.1177/004057366502200305,PL Holmer ,"Theology Today, 1965 ","“Religion invites an almost continual effort at reflection. Of course, there are numerous things 
to know and to think about at length, some of them legitimately theological. But is there not 
a great deal of theology which is idle reflection and principally because there is so little in …",Paul Holmer,20
The Grammar of Faith,https://www.cambridge.org/core/journals/worldview/article/china-the-peoples-republic-19491976-by-jean-chesneaux-pantheon-255-pp-1500/D4E58886D6122FD11BB83C29A9D56F5E,"PL Holmer, A Neier ",The Grammar of the Heart ,"… Paul Holmer of Yale Divinity School employs literary grace and spiritual sensitivity in 
defense of the integrity of religious faith. An authority on Kierkegaard and Wittgenstein, 
Holmer is the relentless opponent of those who would make faith ""meaningful"" by …",Paul Holmer,20
"[BOOK][B] Communicating the Faith Indirectly: Selected Sermons, Addresses, and Prayers",https://books.google.com/books?hl=en&lr=&id=f-bkDwAAQBAJ&oi=fnd&pg=PP1&dq=%22Paul+Holmer%22&ots=l-POoRb76y&sig=gfg_qeim8e-11l6yP6bE4oX387Q,PL Holmer ,2013 ,"… Not content simply to teach about Kierkegaard in his famous class at Yale Divinity School, Paul 
Holmer became Kierkegaard, embodying SK’s … In my four decades of ministry in academia 
and the church, Paul Holmer’s witness remains unique and superlative. Holmer’s infectious …",Paul Holmer,20
Philosophical Criticism and Christology,https://www.journals.uchicago.edu/doi/pdf/10.1086/484525,PL Holmer ,"The Journal of Religion, 1954 ","ogy may be a matter of definition or a moot point for theological scholarship; but it is, 
nonetheless, true that his summaries of the Christian faith place the “kerygma” within a matrix of 
sentences which is more than historical. He be-lieves Jesus Christ to be a divine being who by …",Paul Holmer,20
[CITATION][C] CS Lewis: a shape of his faith and thought,https://ixtheo.de/Record/1601213700,PL Holmer ,1976 ,"Description: CS Lewis Skip to content Toggle navigation IxTheo Home About About us 
Privacy statement IxTheo AZ Login Language English Deutsch Español Français Italiano 
Português 中文(简体) 中文（繁體） Ελληνικά Русский Index Theologicus International …",Paul Holmer,20
The uses of devotional literature,https://www.jstor.org/stable/1457094,PL Holmer ,"Journal of Bible and Religion, 1954 ","N one of the most striking aphorisms which came from his pen Pascal notes that man is a 
thinking reed. Though a drop of water suffices to kill him, man, urges Pascal, is nobler than 
that which slays him; for man knows that he dies and knows, too, the advantage which the …",Paul Holmer,20
[BOOK][B] Philosophy and the Common Life: The Twelfth Annual Knoles Lectures,https://books.google.com/books?hl=en&lr=&id=3jtKAwAAQBAJ&oi=fnd&pg=PA5&dq=%22Paul+Holmer%22&ots=_J8wzAJ0IK&sig=pymkDpHZ32oooI38OKGx2ck0T0M,PL Holmer ,2008 ,"'V The Tully Cleon Knoles Lectures were established in 1949, three years after Dr. Knoles 
retired'from the presidency of, the college. of the Paciﬁc. During ‘his retired life he found in the 
Lectures an occasion for intellectual stimulation. Baccalaureate and chapel talks reﬂected his …",Paul Holmer,30
"POLANYI AND BEING REASONABLE: Some Comments in Review of"" Intellect and Hope""",https://www.jstor.org/stable/41177773,PL Holmer ,"Soundings, 1970 ","PAUL L. HOLMER requisite, one might assume, for reviewing a book is t the reviewer understand 
it and that he have, therewith, s thing illuminating to say about it. But Intellect and Hope 
defiant volume of essays. Most of the authors are obviou tinguished and able writers in their …",Paul Holmer,30
[PDF][PDF] Law and Gospel Re-Examined,https://journals.sagepub.com/doi/pdf/10.1177/004057365401000405,PL Holmer ,"Theology Today, 1954 ","Church listeners are not in much danger of working their way into heaven. The oft-repeated 
Law-Gospel seed has borne a strange kind of fruit. Instead of emancipating one from the 
rigors of discipline and the requirement of external authorities, it brings the assurance that …",Paul Holmer,30
[BOOK][B] STUDIES IN THE MILITARY ORGANIZATION OF THE YORKIST KINGS.,https://search.proquest.com/openview/ad15e8b2bb6e78c4b23eadf6725370ef/1?pq-origsite=gscholar&cbl=18750&diss=y,PL Holmer ,1977 ,"University Microfilms International Page 1 INFORMATION TO USERS This material was 
produced from a microfilm copy of the original document. While the most advanced technological 
means to photograph and reproduce this document have been used, the quality is heavily …",Paul Holmer,30
Countertheses: About our capacity to talk,https://www.tandfonline.com/doi/pdf/10.1080/02604027.1969.9971662,PL Holmer ,"The Philosophy Forum, 1969 ","HOW LOVELY it is to be able to talk! There are situations when we discover how wonderful it is 
to be able to say something. After surgery to correct some malignancy in a colleague's throat, 
I heard him say,"" Thank God, I still can talk!"" Just to be able to make noises, with tongue, …",Paul Holmer,30
Modern Learning and Moral Responsibility,https://www.tandfonline.com/doi/pdf/10.1080/00131725909338736,PL Holmer ,"The Educational Forum, 1959 ","T HAS BEEN often argued that prop-I erly learned men ought also to be the moral leaders of 
the race. Lest this conviction be interpreted simply as a statement of a moral sentiment, let me 
hasten to add that most people who say this kind of thing are not being simply generous in …",Paul Holmer,30
Stewards of mysteries,https://www.jstor.org/stable/24455881,PL HOLMER ,"CrossCurrents, 1955 ","HE Apostle Paul with unmatched are yours"", he asserts, fervor declares—This is how one 
should jf the reader is still curious about regard us, as servants of Christ and how to regard 
the religiously distin stewards of the mysteries of God""(1 guished, Paul says,"" as servants of …",Paul Holmer,30
[BOOK][B] Thinking the Faith with Passion: Selected Essays,https://books.google.com/books?hl=en&lr=&id=XnlMAwAAQBAJ&oi=fnd&pg=PR9&dq=%22Paul+Holmer%22&ots=ipxDzdxlv-&sig=nFVRzto_QtCkdIV-GR_qtSGPMrM,PL Holmer ,2012 ,"… w hen Paul Holmer came from the University of Minnesota to join the faculty of Yale Divinity 
… Yet Paul Holmer never mistook theological discourse for god, nor for living faith. Thus we can 
… Paul Holmer was unhappy with philosophical and religious pretense. His desire was to get …",Paul Holmer,30
[CITATION][C] Edifying Discourses A Selection,https://philpapers.org/rec/KIEEDA,"S Kierkegaard, PL Holmer ",1958 ,"Søen Kierkegaard & Paul L. Holmer, Edifying Discourses a Selection - PhilPapers Sign in | 
Create an account PhilPapers PhilPeople PhilArchive PhilEvents PhilJobs PhilPapers home 
Syntax Advanced Search Syntax Advanced Search Syntax Advanced Search Edifying …",Paul Holmer,30
The Retreat to Commitment,https://www.jstor.org/stable/1200284,PL Holmer ,1964 ,"Barth, the Niebuhrs, Tillich, and numerous others, and argues that, with the help of various 
kinds of learning, Protestants too have re-treated to commitment. More than this even a new 
apologetic has been erected. It is claimed, says the author, that an individual's decision to be a …",Paul Holmer,30
[HTML][HTML] Agreement between molecular subtyping and surrogate subtype classification: a contemporary population-based study of ER-positive/HER2-negative primary …,https://link.springer.com/article/10.1007/s10549-019-05378-7,"C Lundgren, PO Bendahl, Å Borg, A Ehinger… ","Breast cancer research …, 2019 ","Purpose Oestrogen receptor-positive (ER+) and human epidermal receptor 2-negative (HER2–) 
breast cancers are classified as Luminal A or B based on gene expression, but 
immunohistochemical markers are used for surrogate subtyping. The aims of this study were to …",Christine Lundgren,10
Good adherence to adjuvant endocrine therapy in early breast cancer–a population-based study based on the Swedish Prescribed Drug Register,https://www.tandfonline.com/doi/abs/10.1080/0284186X.2018.1442932,"C Lundgren, H Lindman, B Rolander, M Ekholm ","Acta Oncologica, 2018 ","Introduction: Adjuvant endocrine therapy improves recurrence-free and overall survival in 
primary breast cancer. However, not all patients complete their planned treatment, mostly 
because of side-effects. The aim of this study was to examine the adherence to adjuvant …",Christine Lundgren,10
[HTML][HTML] Tumour-infiltrating lymphocytes as a prognostic and tamoxifen predictive marker in premenopausal breast cancer: data from a randomised trial with long-term …,https://link.springer.com/article/10.1186/s13058-020-01364-w,"C Lundgren, PO Bendahl, M Ekholm, M Fernö… ","Breast Cancer …, 2020 ","Tumour-infiltrating lymphocytes (TILs) are of important prognostic and predictive value in 
human epidermal growth factor receptor 2-positive (HER2+) breast cancer (BC) and triple-negative 
breast cancer (TNBC), but their clinical relevance in oestrogen receptor-positive/HER2-…",Christine Lundgren,10
[HTML][HTML] Aspects of Endocrine Therapy in Primary Breast Cancer. Risk Profiling and Adherence Perspectives for Improving Tailored Adjuvant Treatment.,https://portal.research.lu.se/en/publications/aspects-of-endocrine-therapy-in-primary-breast-cancer-risk-profil,C Lundgren ,2022 ,"Abstract: Breast cancers are heterogeneous tumours. Prognostic markers are needed to better 
profile the patients risk, and predictive markers to indicate the expected benefit of systemic 
treatment. Using gene expression analyses, breast tumours can be divided into intrinsic …",Christine Lundgren,10
Abstract PS5-09: Tumour infiltrating lymphocytes of prognostic value in different molecular breast cancer subgroups and as a suggestive predictive factor for adjuvant …,https://cancerres.aacrjournals.org/content/81/4_Supplement/PS5-09.short,"C Lundgren, PO Bendahl, M Ekholm, M Fernö… ",2021 ,"BACKGROUND The molecular breast cancer subgroups comprise diverse immune biology; 
for human epidermal growth factor receptor 2-positive (HER2+) breast cancer (BC) and triple-negative 
breast cancer (TNBC) abundance of tumour infiltrating lymphocytes (TILs) have …",Christine Lundgren,10
[PDF][PDF] The long-term impact of tumour infiltrating lymphocytes (TILs) in a premenopausal cohort with focus on primary luminal breast cancer,https://scholar.archive.org/work/gyrnmlazone5foaql3fllqvrhm/access/wayback/http://www.isrctn.com/editorial/retrieveFile/0c38e9aa-fd6b-48b6-b063-04d7dbf134d3/37385,C Lundgren ,scholar.archive.org,"Background Despite the increased effects of screening and more efficient adjuvant treatment, 
endocrine sensitive (luminal) breast cancers might cause recurrence beyond 5-20 years 
after diagnosis (1). The risk of recurrence is strongly correlated to tumour size, nodal status …",Christine Lundgren,10
