title,title_link,authors,publications,snippet,hcp_name,num_articles
[PDF][PDF] Förslag på förbättring av verktygsupphängning vid monteringsarbete,https://www.diva-portal.org/smash/get/diva2:1021734/FULLTEXT01.pdf,K Hallén ,2006 ,"URN: urn: nbn: se: ltu: diva-48392 ISRN: LTU-EX--06/115--SE Local ID: 5d80c02e-a323-48ed-a8b6-73043c6a54a8 OAI: oai: DiVA. org: ltu-48392 DiVA, id: diva2: 1021734",Karin Hallén,10
"[CITATION][C] Ordbok över Sveriges dialekter. Band 1: Häfte 2, Andvarpning-²Arsa",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1097843,"G Nyström, V Reinhammar, B Eaker, K Hallén, S Fridell ",1994 ,,Karin Hallén,10
"[CITATION][C] Ordbok över Sveriges dialekter. Band 1: Häfte 3, ³Arsa-¹Back",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1097845,"G Nyström, B Eaker, S Fridell, K Hallén, E Thelin ",2000 ,,Karin Hallén,10
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,10
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,20
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,20
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,20
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,20
[CITATION][C] Resa med bagage (Travel with bagage),https://www.diva-portal.org/smash/record.jsf?pid=diva2:66352,K Hallén ,"Dialekter och folkminnen. Hyllningsskrift till Maj …, 2000 ",,Karin Hallén,20
"[HTML][HTML] Pesticide exposure and neurodevelopment in children aged 6–9 years from Talamanca, Costa Rica",https://www.sciencedirect.com/science/article/pii/S0010945216302350,"BW de Joode, AM Mora, CH Lindh… ","Cortex, 2016 ","Certain pesticides may affect children's neurodevelopment. We assessed whether pesticide 
exposure was associated with impaired neurobehavioral outcomes in children aged 6–9 years. 
We conducted a cross-sectional study in 140 children living near banana plantations and …",Karin Hallén,20
"[HTML][HTML] Pesticide exposure and neurodevelopment in children aged 6–9 years from Talamanca, Costa Rica",https://www.sciencedirect.com/science/article/pii/S0010945216302350,"BW de Joode, AM Mora, CH Lindh… ","Cortex, 2016 ","Certain pesticides may affect children's neurodevelopment. We assessed whether pesticide 
exposure was associated with impaired neurobehavioral outcomes in children aged 6–9 years. 
We conducted a cross-sectional study in 140 children living near banana plantations and …",Karin Hallén,20
[HTML][HTML] Biomolecular markers in head and neck cancer,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1077319,EL Jonsson ,2017 ,"Objective: To investigate whether the extent of expression of hyaluronan (HA) and epidermal 
growth factor receptor (EGFR) in squamous cell carcinoma of the mobile tongue can predict 
the risk of cervical metastasis and survival. Study design: Retrospective histopathologic …",Karin Hallén,20
"[PDF][PDF] Mojn, mojn! Referat fra 8. Konference om leksikografi i Norden, Sønderborg, Danmark 24.–28. mai 2005",https://tidsskrift.dk/lexn/article/download/18660/16316,RV Fjeld ,"LexicoNordica, 2005 ","… var grunnlaget for Asgerd Gudiksens legitimering av Ømålsordbogen, der man hadde bestemt 
seg for å lage en mindre dialektordbok i stedet for det store ordboksverket som man hadde 
syslet med siden 1700-tallet, en løsning som for øvrig var den samme som Karin Hallén og …",Karin Hallén,20
[HTML][HTML] Histoire et philologie de la Scandinavie ancienne et médiévale,https://www.persee.fr/doc/ephe_0000-0001_2000_num_16_1_10854,FX Dillmann ,"Annuaires de l'École pratique des hautes études, 2002 ","… En outre, il a traduit du suédois le résumé de la thèse de doctorat de Mme Karin Hallén 
sur les emprunts français dans les dialectes suédois (Franskt i svensk tappning. Studier 
bverfranska lànord i svenska dialekter - résumé français : p. 19-26). …",Karin Hallén,20
[PDF][PDF] Litteraturkrönika 2011,https://journals.lub.lu.se/anf/article/download/18768/17015,"LO Delsing, LE Edlund, G Hallberg… ","Arkiv för nordisk …, 2012 ","Krönikans avdelningar åtskiljs av asterisk. De är ämnesvis ordnade från allmänt till specifikt: 
allmänspråkligt (indoeuropeiska,(ur) germanska)* skandinaviskt (ur-, fornnordiska)* särspråkligt: 
fornvästnordiska, isländska, färöiska* norska* danska* svenska* egennamn: ortnamn, …",Karin Hallén,30
[PDF][PDF] Rollen som brukarsamordnare i psykiatrin,https://www.hb.se/globalassets/global/hb---externt/fous/publicerat/rapporter-och-kortversioner/2008/rollensombrukarsamordnare_web.pdf,L Rönnmark ,"Integration, 2007 ","… en arbetsgruppen bestående av 11 ledamöter – 7 företrädare för brukaroch 
anhörigorganisationer och fyra från sjukvårdens organisationer – under ledning av karin hallén 
lämnade rapporten ”regional utvecklingsplan för psykiatrin” med fokus på undertiteln: brukar- och …",Karin Hallén,30
[PDF][PDF] Språkgeografisk kartering av de nordiska språken,https://www.academia.edu/download/51333515/3_2011.pdf#page=7,ALE Edlund ,"SWEDISH DIALECTS, 2011 ","Den nionde nordiska dialektologkonferensen som gick av stapeln den 18–20 augusti 2010 i 
Uppsala hade som ett av sina teman den språkgeografiska karteringens möjligheter och 
utmaningar. Dessvärre blev jag pga sjukdom förhindrad att delta, varför min planerade …",Karin Hallén,30
[PDF][PDF] Litteraturkrönika 2001,https://journals.lub.lu.se/anf/article/download/11661/10346,"LE Hedlund, G Hallberg, C Platzack… ",Arkiv för nordisk … ,"Krönikans avdelningar åtskiljs av asterisk. De är ämnesvis ordnade från allmänt till specifikt: 
allmänspråkligt (indoeuropeiska,(ur) germanska)* skandinaviskt (ur-, fornnordiska)* särspråkligt: 
fornvästnordiska, is ländska, färöiska* norska* danska* svenska* egennamn: ortnamn, …",Karin Hallén,30
[PDF][PDF] Farväl till den svenska modellen–eller god dag?,https://tidsskrift.dk/sin/issue/download/2265/74#page=111,O Josephson ,"Språk i Norden 2007, 2007 ","I och med omorganiseringen av den svenska språkvården, som numera är samlad under 
Språkrådet vid Institutet för språk och folkminnen, har språken i Sverige blivit en offentlig 
angelägenhet. Förankringen i lagar och förordningar har stärkts. Artikelförfattaren ser i denna …",Karin Hallén,30
Policy and Practice on Parental Leave and Work-Life Balance in Sweden,https://s-space.snu.ac.kr/handle/10371/126215,이재연 ,2014 ,"This paper aims to investigate social policy, in particular parental leave, as a tool of promoting 
gender equality in Sweden. Enhancing gender equality is not only a way to respect human 
rights, but also a way to invest in social and human development. Sweden is one of the …",Karin Hallén,30
[PDF][PDF] LEDA-Nyt nr. 42–Nov. 2006,https://leksikografer.dk/ledanyt/40-49/leda-nyt_42.pdf,VHK Simonsen ,leksikografer.dk,"… Karin Hallén, Svenskt Dialektlexikon, fremlagde inventaret af franske låneord i ordbogsarkivet 
under bogstav e, gjorde rede for ordenes brug og udbredelse i svenske dialekter og i de 
øvrige skandinaviske dialekter (ved hjælp af Jysk Ordbog og Ømålsordbogen). Afslutningsvis …",Karin Hallén,30
"[PDF][PDF] Indoeuropeiskt, germanskt, nordiskt—några reflexioner kring en ny etymologisk ordbok",https://scholar.archive.org/work/fba4fnbdzrdo7f45pgsxuonj4y/access/wayback/http://journals.lub.lu.se/index.php/anf/issue/download/1745/124#page=213,LE EDLUND ,Arkiv ,"Låt oss först konstatera att Våre arveord inte är en etymologisk ordbok 1mer traditionell mening. 
Stommen är ett urval av ofta rätt utförliga artiklar—ett betydande antal artiklar är flera sidor 
långa—om norska arvord. En skattning ger vid handen att ordboken behandlar cirka 1400 …",Karin Hallén,30
"[PDF][PDF] La exposición a plaguicidas y el neurodesarrollo en niños de 6-9 años de edad de Talamanca, Costa Rica",http://www.isa.una.ac.cr/images/articulos/cientificos/2016_van_wendel_de_joode_et_al_neurodesarrollo_talamanca_espanol.pdf,"BW de Joodea, AM Moraa, CH Lindhb… ",2016 ,"… Fumigación aérea de mancozeb en Daytonia, con bolsas azules tratadas con clorpirifos 
en el fondo (foto de Karin Hallén); B. Bolsas tratadas con clorpirifos en Shiroles; C. Niños 
con edad escolar en una plantación de plátano en Shiroles. …",Karin Hallén,30
[PDF][PDF] Aktuell litteratur om svenska dialekter,http://gustavadolfsakademien.se/files/download/documents/SvLm_2012.pdf#page=107,E krönika sammanställd av Lars-Erik… ,"SWEDISH …, 2003 ","… Karin Hallén tar upp en grupp svenska dialektord som ursprungligen lånats in från franskan 
och vars betydelser hör ihop med skam eller att skämmas och skämma ut. Det rör sig om 
substantiven blam, chikan och genans och de med dem samhöriga verben blamera, chikanera …",Karin Hallén,30
A randomized pilot study with daily walking during adjuvant chemotherapy for patients with breast and colorectal cancer,https://www.tandfonline.com/doi/abs/10.3109/0284186X.2013.873820,"M Backman, Y Wengström, B Johansson… ","Acta …, 2014 ","Background. Physical activity during chemotherapy has been shown in several studies to 
reduce fatigue, improve symptoms and impact positively on health-related quality of life (HRQoL). 
Challenges associated with intervention studies on physical activity during cancer …",Sara Tärnbro,1
,,,,,Sara Tärnbro,1
,,,,,Sara Tärnbro,1
Effect of 12 mg vs 6 mg of Dexamethasone on the Number of Days Alive Without Life Support in Adults With COVID-19 and Severe Hypoxemia: The COVID STEROID …,https://jamanetwork.com/journals/jama/article-abstract/2785529,"L Russell, KR Uhre, ALS Lindgaard, JF Degn… ","JAMA, 2021 ","Importance A daily dose with 6 mg of dexamethasone is recommended for up to 10 days in 
patients with severe and critical COVID-19, but a higher dose may benefit those with more 
severe disease. Objective To assess the effects of 12 mg/d vs 6 mg/d of dexamethasone in …",Charlotte Levin,10
[HTML][HTML] A case of fulminant perimyocarditis leading to extensive ECMO treatment and spinal injury resulting in paraplegia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6293179/,"P Magnusson, C Levin, G Mattsson, AR Vest ","Clinical case reports, 2018 ","Perimyocarditis is common and typically has a benign clinical course. 1 However, occasionally 
there might be deterioration of cardiac function including arrhythmias. We present a case of 
fulminant perimyocarditis with cardiac arrest in a young woman who was rescued by veno‐…",Charlotte Levin,10
Evolution of estrogen receptor status from primary tumors to metastasis and serially collected circulating tumor cells,https://www.mdpi.com/696328,"C Forsare, PO Bendahl, E Moberg… ","International journal of …, 2020 ","Background: The estrogen receptor (ER) can change expression between primary tumor (PT) 
and distant metastasis (DM) in breast cancer. A tissue biopsy reflects a momentary state at 
one location, whereas circulating tumor cells (CTCs) reflect real-time tumor progression. We …",Charlotte Levin,10
[HTML][HTML] A case study analysis of thematic transformations in nondirective play therapy,https://open.library.ubc.ca/collections/831/831/items/1.0054153,SC Levin ,1992 ,"Description A multiple case study approach was employed in this intensive thematic 
analysis of the process of nondirective play therapy. Using a naturalistic research paradigm, 
this study undertook to identify and describe the principal verbal and play themes and their …",Charlotte Levin,10
Brugada syndrome--a rare cause of syncope and sudden death,https://europepmc.org/article/med/26660962,"CG Levin, P Khalili, E Floderer ","Lakartidningen, 2015 ","Brugada syndrome is a rare hereditary condition comprising electrocardiographic findings 
and an increased risk of sudden death due to ventricular fibrillation. The transmission is 
autosomal dominant with incomplete penetrance, mainly affecting males. The clinical …",Charlotte Levin,10
American Journal of Psychotherapy,https://psychotherapy.psychiatryonline.org/doi/abs/10.1176/psychotherapy.1975.29.issue-4,"PT Jonvlti, C levin Pluck, ER Boylln, GG Young… ","Journal …, 1975 ","apt American Journal of Psychotherapy 0002-9564 American Psychiatric Association 10 
1975 1975, pp. 463–643 294 10.1176/psychotherapy. 1975.29. issue-4 Editorial 10.1176/appi. 
psychotherapy. 1975.29. 4.463 Articles 10.1176/appi. psychotherapy. 1975.29. 4.466 …",Charlotte Levin,10
Effekter av fysisk aktivitet vid diabetes typ 2: En litteraturöversikt,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1209687,"C Levin, J Mariz Ljunggren ",2017 ,"Inledning: Diabetes typ 2 är en metabol sjukdom som har ökat i hela världen. Diabetes 
medför stora hälsoproblem som kan leda till förtidig död och funktionshinder. Fysisk aktivitet 
är en faktor som kan förändra diabeteskomplikationer och förbättra människors möjlighet att …",Charlotte Levin,10
[PDF][PDF] Brugadas syndrom–sällsynt orsak till synkope och plötslig död,https://lakartidningen.se/wp-content/uploads/EditorialFiles/FP/%5BDRFP%5D/DRFP.pdf,CG LEVIN ,lakartidningen.se,"2 plex (högergrenblocksutseende, rSR'-komplex) med ST-avgång 6 mm över baslinjen och 
nedåtsluttande ST-sträcka med negativisering av T-vågen. I avledning V3 sågs ST-höjning. 
Inga reciproka förändringar noterades. Genomgång av patientens journal visade avvikande …",Charlotte Levin,10
[CITATION][C] ABC om-Perikardit och myokardit.,https://europepmc.org/article/med/29485664,"G Mattsson, C Levin, P Magnusson ","Lakartidningen, 2018 ","ABC om - Perikardit och myokardit. - Abstract - Europe PMC Sign in or create an account 
https://orcid.org Europe PMC Menu About Tools Developers Help Contact us Helpdesk 
Feedback Twitter Blog Tech blog Developer Forum Europe PMC plus Search worldwide, life-sciences …",Charlotte Levin,10
[CITATION][C] ABC om-Perikardit och myokardit.,https://europepmc.org/article/med/29485664,"G Mattsson, C Levin, P Magnusson ","Lakartidningen, 2018 ","ABC om - Perikardit och myokardit. - Abstract - Europe PMC Sign in or create an account 
https://orcid.org Europe PMC Menu About Tools Developers Help Contact us Helpdesk 
Feedback Twitter Blog Tech blog Developer Forum Europe PMC plus Search worldwide, life-sciences …",Charlotte Levin,10
[CITATION][C] ABC om-Perikardit och myokardit.,https://europepmc.org/article/med/29485664,"G Mattsson, C Levin, P Magnusson ","Lakartidningen, 2018 ","ABC om - Perikardit och myokardit. - Abstract - Europe PMC Sign in or create an account 
https://orcid.org Europe PMC Menu About Tools Developers Help Contact us Helpdesk 
Feedback Twitter Blog Tech blog Developer Forum Europe PMC plus Search worldwide, life-sciences …",Charlotte Levin,20
[CITATION][C] ABC om-Perikardit och myokardit.,https://europepmc.org/article/med/29485664,"G Mattsson, C Levin, P Magnusson ","Lakartidningen, 2018 ","ABC om - Perikardit och myokardit. - Abstract - Europe PMC Sign in or create an account 
https://orcid.org Europe PMC Menu About Tools Developers Help Contact us Helpdesk 
Feedback Twitter Blog Tech blog Developer Forum Europe PMC plus Search worldwide, life-sciences …",Charlotte Levin,20
Abstract P3-01-26: Comparison of PAM50 intrinsic subtype profiles in matched primary and metastatic breast cancer samples from the CTC-MBC trial (NCT01322893) …,https://cancerres.aacrjournals.org/content/80/4_Supplement/P3-01-26.short,"CLT Jörgensen, C Forsare, PO Bendahl, AM Larsson… ",2020 ,"Background: At time of diagnosis of metastatic disease, a biopsy of the metastatic lesion is 
recommended to confirm diagnosis and as a basis for systemic treatment decision.Numerous 
papers have reported discrepancy between routinely used biomarker status of the primary …",Charlotte Levin,20
Abstract P3-01-26: Comparison of PAM50 intrinsic subtype profiles in matched primary and metastatic breast cancer samples from the CTC-MBC trial (NCT01322893) …,https://cancerres.aacrjournals.org/content/80/4_Supplement/P3-01-26.short,"CLT Jörgensen, C Forsare, PO Bendahl, AM Larsson… ",2020 ,"Background: At time of diagnosis of metastatic disease, a biopsy of the metastatic lesion is 
recommended to confirm diagnosis and as a basis for systemic treatment decision.Numerous 
papers have reported discrepancy between routinely used biomarker status of the primary …",Charlotte Levin,20
Abstract P4-01-04: The distribution and prognostic significance of circulating tumor cells are different in invasive lobular carcinoma compared to invasive ductal …,https://cancerres.aacrjournals.org/content/80/4_Supplement/P4-01-04.short,"UC Narbe, PO Bendahl, K Aaltonen, M Fernö… ",2020 ,"Background: Circulating tumor cells (CTCs) have repeatedly been shown to carry independent 
prognostic information in metastatic breast cancer (MBC). A CTC count of 5 cells per 7.5 
mL blood is a generally accepted cut-off, where MBCs with <5 CTCs are classified as MBC …",Charlotte Levin,20
Abstract P4-01-04: The distribution and prognostic significance of circulating tumor cells are different in invasive lobular carcinoma compared to invasive ductal …,https://cancerres.aacrjournals.org/content/80/4_Supplement/P4-01-04.short,"UC Narbe, PO Bendahl, K Aaltonen, M Fernö… ",2020 ,"Background: Circulating tumor cells (CTCs) have repeatedly been shown to carry independent 
prognostic information in metastatic breast cancer (MBC). A CTC count of 5 cells per 7.5 
mL blood is a generally accepted cut-off, where MBCs with <5 CTCs are classified as MBC …",Charlotte Levin,20
[HTML][HTML] Longitudinal enumeration and cluster evaluation of circulating tumor cells improve prognostication for patients with newly diagnosed metastatic breast cancer …,https://breast-cancer-research.biomedcentral.com/articles/10.1186/s13058-018-0976-0,"AM Larsson, S Jansson… ","Breast Cancer …, 2018 ","Circulating tumor cells (CTCs) carry independent prognostic information in patients with 
metastatic breast cancer (MBC) on different lines of therapy. Moreover, CTC clusters are 
suggested to add prognostic information to CTC enumeration alone but their significance is …",Charlotte Levin,20
[HTML][HTML] Expression of epithelial-mesenchymal transition-related markers and phenotypes during breast cancer progression,https://link.springer.com/article/10.1007/s10549-020-05627-0,"CLT Jørgensen, C Forsare, PO Bendahl… ","Breast cancer research …, 2020 ","Purpose The study aimed to investigate expression of epithelial-to-mesenchymal transition (EMT)-related 
proteins and phenotypes during breast cancer progression and to relate this to patient 
outcome. Methods Protein expression patterns of E-cadherin, N-cadherin, twist, and …",Charlotte Levin,20
The distribution of circulating tumor cells is different in metastatic lobular compared to ductal carcinoma of the breast—long-term prognostic significance,https://www.mdpi.com/772140,"U Narbe, PO Bendahl, K Aaltonen, M Fernö, C Forsare… ","Cells, 2020 ","Background: Invasive lobular carcinoma (ILC) has distinguishing features when compared to 
invasive ductal carcinoma of no special type (NST). In this study, we explored the distributional 
and prognostic characteristics of circulating tumor cells (CTCs) in metastatic ILC and NST…",Charlotte Levin,20
[HTML][HTML] Serial evaluation of serum thymidine kinase activity is prognostic in women with newly diagnosed metastatic breast cancer,https://www.nature.com/articles/s41598-020-61416-1,"AM Larsson, PO Bendahl, K Aaltonen, S Jansson… ","Scientific reports, 2020 ","The rapid development of new therapies in metastatic breast cancer (MBC), entails a need 
for improved prognostic and monitoring tools. Thymidine kinase 1 (TK1) is involved in DNA 
synthesis and its activity correlates to outcome in cancer patients. The aim of this study was to …",Charlotte Levin,20
[HTML][HTML] Serial evaluation of serum thymidine kinase activity is prognostic in women with newly diagnosed metastatic breast cancer,https://www.nature.com/articles/s41598-020-61416-1,"AM Larsson, PO Bendahl, K Aaltonen, S Jansson… ","Scientific reports, 2020 ","The rapid development of new therapies in metastatic breast cancer (MBC), entails a need 
for improved prognostic and monitoring tools. Thymidine kinase 1 (TK1) is involved in DNA 
synthesis and its activity correlates to outcome in cancer patients. The aim of this study was to …",Charlotte Levin,30
"Motivación, aptitud y desarrollo estructural: un estudio sobre la actuación lingüística en aprendientes suecos de español L2",https://www.diva-portal.org/smash/record.jsf?pid=diva2:199602,R Österberg ,2008 ,"Motivation, aptitude and structural development. A study of linguistic performance in Swedish 
learners of Spanish L2. The aim of the present study is to examine how the development 
of syntactic complexity and accuracy in spoken Spanish L2 is related to two parameters, …",Charlotte Levin,30
Pam50 intrinsic subtype profiles in primary and metastatic breast cancer show a significant shift toward more aggressive subtypes with prognostic implications,https://www.mdpi.com/2072-6694/13/7/1592,"CLT Jørgensen, AM Larsson, C Forsare, K Aaltonen… ","Cancers, 2021 ","Background: PAM50 breast cancer intrinsic subtyping adds prognostic information in early 
breast cancer; however, the role in metastatic disease is unclear. We aimed to identify PAM50 
subtypes in primary tumors (PTs) and metastases to outline subtype changes and their …",Charlotte Levin,30
