title,title_link,authors,publications,snippet,hcp_name,num_articles
Faktorer som förhindrar nutritionsvårdsprocessen för att förebygga malnutrition hos äldre: En litteraturöversikt,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1172850,"K Törnkvist, S Eriksson ",2017 ,"Bakgrund: Sverige har cirka 2 miljoner äldre, av dem anses ungefär 60 procent vara 
riskpatienter för malnutrition. Vårdgivaren har det yttersta ansvaret för att fastställa rutiner för 
när och hur vårdtagare ska utredas och behandlas. Riskbedömning med ett validerat …",Karin Törnkvist,3
Higher rate of SARS-CoV-2 IgG seropositivity in hospital-based healthcare workers compared to elderly care staff in a Swedish low-prevalence region: a cross …,https://www.tandfonline.com/doi/abs/10.1080/23744235.2021.1959949,"LF Ocias, A Skogstam, T Kjerstadius, F Lundin… ","Infectious …, 2021 ","… The authors would like to thank Fredrik Aronsson for his involvement in the start-up of this 
project, research nurses Veronica Dalevi, Anna Joelsson, and Karin Törnkvist at the Centre 
for Clinical Research and Education for their work with data management, and the laboratory …",Karin Törnkvist,3
Biochemical and epidemiological studies of early-onset and late-onset pre-eclampsia,https://www.diva-portal.org/smash/record.jsf?pid=diva2:170891,AK Wikström ,2007 ,"Wikström, AYK. 2007. Biochemical and Epidemiological Studies of EarlyYOnset and 
LateYOnset PreYEclampsia. Acta Universitatis Upsaliensis. Digital Comprehensive 
Summaries of Uppsala Dissertations from the Faculty of Medicine 282. 80 pp. Uppsala. ISBN …",Karin Törnkvist,3
,,,,,Karin Törnkvist,3
,,,,,Karin Törnkvist,3
"[HTML][HTML] Stress ecology in Fucus: abiotic, biotic and genetic interactions",https://www.sciencedirect.com/science/article/pii/B9780123855367000029,"M Wahl, V Jormalainen, BK Eriksson, JA Coyer… ","Advances in marine …, 2011 ","Stress regimes defined as the synchronous or sequential action of abiotic and biotic stresses 
determine the performance and distribution of species. The natural patterns of stress to 
which species are more or less well adapted have recently started to shift and alter under the …",Sofia Wikström,10
Structure and diversity of invertebrate communities in the presence and absence of canopy-forming Fucus vesiculosus in the Baltic Sea,https://www.sciencedirect.com/science/article/pii/S0272771406004884,"SA Wikström, L Kautsky ","Estuarine, Coastal and Shelf Science, 2007 ","Canopy-forming seaweeds are regarded as important habitat-formers in shallow coastal 
zones and their present decline or disappearance in many coastal areas can potentially affect 
diversity and abundance of associated species. Here, we evaluate potential effects of large-…",Sofia Wikström,10
[HTML][HTML] Increased chemical resistance explains low herbivore colonization of introduced seaweed,https://link.springer.com/article/10.1007/s00442-006-0407-2,"SA Wikström, MB Steinarsdóttir, L Kautsky, H Pavia ","Oecologia, 2006 ","The success of introduced species is often attributed to release from co-evolved enemies in the 
new range and a subsequent decreased allocation to defense (EICA), but these hypotheses 
have rarely been evaluated for systems with low host-specificity of enemies. Here, we …",Sofia Wikström,10
[HTML][HTML] Distribution differences and active habitat choices of invertebrates between macrophytes of different morphological complexity,https://link.springer.com/article/10.1007/s10452-010-9319-7,"JP Hansen, SA Wikström, H Axemar, L Kautsky ","Aquatic Ecology, 2011 ","This study explores: (1) whether the abundance of macroinvertebrates differs between 
macrophytes differing in both morphological complexity and tolerance to nutrient enrichment; (2) 
whether the distribution of invertebrates between macrophytes is due to active habitat choice; …",Sofia Wikström,10
[PDF][PDF] Chemical settlement inhibition versus post-settlement mortality as an explanation for differential fouling of two congeneric seaweeds,https://link.springer.com/content/pdf/10.1007/s00442-003-1427-9.pdf,"SA Wikström, H Pavia ","Oecologia, 2004 ","It has been proposed that seaweed secondary metabolites, eg brown algal phlorotannins, 
may have an ecologically important function as a chemical defence against epiphytes, by 
acting against colonisation of epiphytic organisms. We tested whether the low epiphytic …",Sofia Wikström,10
Invasion of a habitat-forming seaweed: effects on associated biota,https://link.springer.com/article/10.1023/B:BINV.0000022132.00398.14,"SA Wikström, L Kautsky ","Biological invasions, 2004 ","Fucus evanescens is a brown alga of arctic origin that has invaded European coasts. The 
epiphytic community of F. evanescens in southern Sweden was compared with that of the 
native Fucus vesiculosus, to examine to what extent an invading seaweed can modify local …",Sofia Wikström,10
[HTML][HTML] Introduction of Asian strains and low genetic variation in farmed seaweeds: indications for new management practices,https://link.springer.com/article/10.1007/s10811-012-9842-0,"C Halling, SA Wikström, G Lilliesköld-Sjöö… ","Journal of Applied …, 2013 ","Seaweed farming has a crucial role in the development of future sustainable mariculture. In 
the same time, spreading of introduced species or genotypes from farms may threaten local 
ecosystems. We analyzed a molecular marker (mitochondrial cox2-3 spacers) from cultivated …",Sofia Wikström,10
[HTML][HTML] Classification of aquatic macrovegetation and substrates with airborne lidar,https://www.sciencedirect.com/science/article/pii/S0034425712000880,"HM Tulldahl, SA Wikström ","Remote Sensing of Environment, 2012 ","This study evaluates the potential to use waveform data from bathymetric airborne lidar for 
mapping seabed substratum and vegetation using a site in the Northern Baltic Sea as a study 
area. One objective of the study was to develop classification procedures including accurate …",Sofia Wikström,10
Tropical seaweed beds as important habitats for juvenile fish,https://www.publish.csiro.au/MF/MF16153,"SA Tano, M Eggertsen, SA Wikström… ","Marine and …, 2017 ","Seaweed beds within tropical seascapes have received little attention as potential fish habitat, 
despite other vegetated habitats, such as seagrass meadows and mangroves, commonly 
being recognised as important nurseries for numerous fish species. In addition, studies of …",Sofia Wikström,10
[HTML][HTML] Effects of boat traffic and mooring infrastructure on aquatic vegetation: A systematic review and meta-analysis,https://link.springer.com/article/10.1007/s13280-019-01215-9,"J Sagerman, JP Hansen, SA Wikström ","Ambio, 2020 ","Sustainable management of coastal and inland water areas requires knowledge of how 
tourism and recreation affects the ecosystems. Here, we present the first systematic review and 
meta-analysis to quantify to what extent recreational boat traffic and infrastructure for mooring …",Sofia Wikström,10
Scale‐dependent influence of environmental variables on species distribution: a case study on five coastal benthic species in the Baltic Sea,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0587.2012.07053.x,"A Nyström Sandman, SA Wikström, M Blomqvist… ","…, 2013 ","Statistical modelling can be used to relate biological survey data to environmental factors, thereby 
providing a basis for predictive mapping of species or communities. Although environmental 
variables vary and influence biota at different scales, models are often fitted without …",Sofia Wikström,20
Tropical seaweed beds are important habitats for mobile invertebrate epifauna,https://www.sciencedirect.com/science/article/pii/S0272771416304425,"S Tano, M Eggertsen, SA Wikström, C Berkström… ","Estuarine, Coastal and …, 2016 ","Marine macrophyte habitats in temperate regions provide productive habitats for numerous 
organisms, with their abundant and diverse invertebrate epifaunal assemblages constituting 
important linkages between benthic primary production and higher trophic levels. While it is …",Sofia Wikström,20
The Baltic Health Index (BHI): Assessing the social–ecological status of the Baltic Sea,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1002/pan3.10178,"T Blenckner, C Möllmann, J Stewart Lowndes… ","People and …, 2021 ","Improving the health of coastal and open sea marine ecosystems represents a substantial 
challenge for sustainable marine resource management, since it requires balancing human 
benefits and impacts on the ocean. This challenge is often exacerbated by incomplete …",Sofia Wikström,20
[PDF][PDF] Fritidsbåtars påverkan på grunda kustekosystem i Sverige,https://www.diva-portal.org/smash/get/diva2:1365276/FULLTEXT01.pdf,"PO Moksnes, L Eriander, J Hansen, J Albertsson… ",2019 ,"4. FRITIDSBÅTSAKTIVITETER OCH STRUKTURER SOM PÅVERKAN MILJÖN 28 4.1 
Permanenta strukturer för fritidsbåtar 28 4.1. 1 Bryggor och andra förankringsanordningar 28 4.1. 
2 Uppställningsplatser på land 31 4.1. 3 Båttvättar och spolplattor 31 4.1. 4 Båtramper 32 4.2 …",Sofia Wikström,20
Species-rich Scandinavian grasslands are inherently open to invasion,https://link.springer.com/article/10.1007/s10530-004-4720-6,"O Eriksson, S Wikström, Å Eriksson, R Lindborg ","Biological Invasions, 2006 ","Invasion of native habitats by alien or generalist species is recognized worldwide as one of the 
major causes behind species decline and extinction. One mechanism determining community 
invasibility, ie the susceptibility of a community to invasion, which has been supported …",Sofia Wikström,20
[HTML][HTML] Environmental compensation for biodiversity and ecosystem services: A flexible framework that addresses human wellbeing,https://www.sciencedirect.com/science/article/pii/S2212041621000772,"S Cole, PO Moksnes, T Söderqvist, SA Wikström… ","Ecosystem Services, 2021 ","Environmental compensation should address negative impacts from human activities on nature, 
including loss of biodiversity and ecosystem services. However, successful compensation, 
achieving no net loss, requires broad quantitative information on different types of losses …",Sofia Wikström,20
[HTML][HTML] Extensive spread of farmed seaweeds causes a shift from native to non-native haplotypes in natural seaweed beds,https://link.springer.com/article/10.1007/s00227-015-2724-7,"SA Tano, C Halling, E Lind, A Buriyo, SA Wikström ","Marine biology, 2015 ","Seaweed farming has been the cause of introductions of non-indigenous seaweed species 
and genotypes throughout the world. In Zanzibar, Tanzania, foreign genotypes of Eucheuma 
denticulatum were introduced for farming purposes in 1989, and in recent years a spread of …",Sofia Wikström,20
Effects of water exchange and vegetation on the macroinvertebrate fauna composition of shallow land-uplift bays in the Baltic Sea,https://www.sciencedirect.com/science/article/pii/S0272771407004738,"JP Hansen, SA Wikström, L Kautsky ","Estuarine, Coastal and Shelf Science, 2008 ","Shallow bays with soft sediment bottoms are common habitats along the Swedish and Finnish 
Baltic Sea coastline. These bays undergo a process of geomorphometric evolution with the 
natural isostatic land-uplift process, whereby open bays and sounds decrease in depth and …",Sofia Wikström,20
[HTML][HTML] Effects of plant morphology on small-scale distribution of invertebrates,https://link.springer.com/article/10.1007/s00227-010-1479-4,"JP Hansen, J Sagerman, SA Wikström ","Marine Biology, 2010 ","Habitat structure influences organism communities by mediating interactions between 
individuals and species, affecting abundance and species richness. We examined whether 
variations in the morphology of soft-bottom plants affect their function as habitat and whether …",Sofia Wikström,20
[PDF][PDF] Higher resistance to herbivory in introduced compared to native populations of a seaweed,https://link.springer.com/content/pdf/10.1007/s00442-010-1767-1.pdf,"H Forslund, SA Wikström, H Pavia ","Oecologia, 2010 ","Non-indigenous species (NIS) are important components of global change, and in order to 
manage such species it is important to understand which factors affect their success. 
Interactions with enemies in the new range have been shown to be important for the outcome of …",Sofia Wikström,20
[PDF][PDF] Effekter av bottentrålning på ekosystemtjänster i svenska hav,https://www.researchgate.net/profile/Mats-Blomqvist/publication/329276797_Effekter_Av_Bottentralning_Pa_Ekosystemtjanster_I_Svenska_Hav/links/5c00084392851c63cab03a9e/Effekter-Av-Bottentralning-Pa-Ekosystemtjaenster-I-Svenska-Hav.pdf,"S Wikström, M Blomqvist, H AB ","Havsmiljöinstitutet Rapport, 2018 ","Bottentrålsfiske ger omfattande effekter på marina ekosystem och ekosystemprocesser. I 
rapporten redovisar vi det kunskapsunderlag som finns vad gäller effekterna av trålning på 
havets ekosystem och de ekosystemtjänster vi får från havet. Vårt syfte med studien har därför …",Sofia Wikström,30
[PDF][PDF] Fouling mediates grazing: intertwining of resistances to multiple enemies in the brown alga Fucus vesiculosus,https://link.springer.com/content/pdf/10.1007/s00442-007-0939-0.pdf,"V Jormalainen, SA Wikström, T Honkanen ","Oecologia, 2008 ","Macroalgae have to cope with multiple natural enemies, such as herbivores and epibionts. 
As these are harmful for the host, the host is expected to show resistance to them. Evolution 
of resistance is complicated by the interactions among the enemies and the genetic …",Sofia Wikström,30
[HTML][HTML] Limitations of using blue mussel farms as a nutrient reduction measure in the Baltic Sea,https://www.researchgate.net/profile/Nils-Kautsky/amp,"N Hedberg, N Kautsky, L Kumblad… ","Report from Baltic Sea …, 2018 ","2 LIMITATIONS OF USING BLUE MUSSEL FARMS AS A NUTRIENT REDUCTION 
MEASURE IN THE BALTIC SEA Blue mussel farming has been suggested as a cost effective 
nutri-ent mitigation tool in the Baltic Sea, to complement land-based measures. However, the …",Sofia Wikström,30
"Establishment of the exotic species Fucus evanescens C. Ag.(Phaeophyceae) in Öresund, southern Sweden",https://www.degruyter.com/document/doi/10.1515/BOT.2002.054/html,"SA Wikström, T Wachenfeldt, L Kautsky ",2002 ,"The spread and establishment of the exotic species Fucus evanescens in Öresund, Southern 
Sweden was documented through inventories in 1966–72 and 2000. The species spread 
fast from the first known introduction in 1955, colonising harbours along the coast. After this …",Sofia Wikström,30
Sea floor classification with satellite data and airborne lidar bathymetry,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8724/87240B/Sea-floor-classification-with-satellite-data-and-airborne-lidar-bathymetry/10.1117/12.2015727.short,"HM Tulldahl, P Philipson, H Kautsky… ","Ocean Sensing and …, 2013 ","While land maps of vegetation cover and substrate types exist, similar underwater maps are 
rare or almost non-existing. We developed the use of airborne bathymetric lidar mapping 
and high resolution satellite data to a combined method for shallow sea floor classification. A …",Sofia Wikström,30
[PDF][PDF] Letter to editor regarding Kotta et al. 2020: Cleaning up seas using blue growth initiatives: Mussel farming for eutrophication control in the Baltic Sea,https://helda.helsinki.fi/bitstream/handle/10138/328957/1_s2.0_S0048969720321823_main.pdf?sequence=1,"SA Wikström, N Hedberg, N Kautsky… ","Science of the Total …, 2020 ","This is a PDF file of an article that has undergone enhancements after acceptance, such as 
the addition of a cover page and metadata, and formatting for readability, but it is not yet the 
definitive version of record. This version will undergo additional copyediting, typesetting and …",Sofia Wikström,30
[PDF][PDF] Taxon composition and food-web structure in a morphometric gradient of Baltic Sea land-uplift bays,https://helda.helsinki.fi/bitstream/handle/10138/229742/ber17-1-001.pdf?sequence=1,"JP Hansen, SA Wikström, L Kautsky ",2012 ,"Shallow Baltic Sea bays undergo a process of morphometric isolation from the sea due to 
post-glacial land uplift. Recent studies have documented that both flora and fauna communities 
change along this gradient. Changes in taxon composition may in turn alter feeding …",Sofia Wikström,30
[HTML][HTML] Mapping and evaluating Marine Protected Areas and Ecosystem Services: a transdisciplinary Delphi forecasting process framework,https://www.frontiersin.org/articles/10.3389/fevo.2021.652492/full?utm_source=S-TWT&utm_medium=SNET&utm_campaign=ECO_FEVO_XXXXXXXX_auto-dlvrit,"A Belgrano, C Novaglio, H Svedäng… ","Frontiers in Ecology …, 2021 ","In this perspective, we present a transdisciplinary approach based on the Delphi method 
forecasting process framework, for mapping and evaluating Marine Protected Areas (MPAs) 
for their ability to protect biodiversity while providing Ecosystem Services (ES) and related …",Sofia Wikström,30
[PDF][PDF] Var finns den frilevande blåstången?,https://www.su.se/polopoly_fs/1.523537.1603374464!/menu/standard/file/Schagerstro%CC%88m%20et%20al%20SBT%202020%20ho%CC%88gupplo%CC%88st.pdf,"E Schagerström, S Qvarfordt, SA Wikström ","Svensk Botanisk Tidskrift, 2020 ","Brunalgen blåstång Fucus vesiculosus är en karaktärsart för Östersjön. Den dominerar 
grunda hårda bottnar i nästan hela Östersjön och de flesta känner väl igen den på den breda, 
guldbruna bålen och luftblåsorna som håller den upprätt i vattnet. Men det finns också en …",Sofia Wikström,30
[PDF][PDF] Divergent ecological strategies determine different impacts on community production by two successful non-native seaweeds,https://link.springer.com/content/pdf/10.1007/s00442-014-2938-2.pdf,"J Sagerman, S Enge, H Pavia, SA Wikström ","Oecologia, 2014 ","The consequences of plant introductions into ecosystems are frequently reported from 
terrestrial environments, but little is known about the effects on ecosystem functioning caused 
by non-native primary producers in marine systems. In this study we explored the effects of the …",Sofia Wikström,30
Working conditions and family situation in relation to functional gastrointestinal disorders: The Swedish Dyspepsia Project,https://www.tandfonline.com/doi/abs/10.3109/02813439709018491,"L Westerberg, T Theorell ","Scandinavian journal of primary health …, 1997 ","Objective-To examine whether improvement and/or deterioration of functional gastrointestinal 
symptoms relate to psychosocial factors, and whether patients with such symptoms have 
special characteristics with regard to working environment in comparison to a referent …",Lena Westerberg,10
Det rika barnet: Tio förskollärares uppfattningar om barns lärande i Reggio Emiliainspirerade förskolor,https://www.diva-portal.org/smash/record.jsf?pid=diva2:119840,"M Perzon, L Westerberg ",2007 ,"Syftet med detta examensarbete är att undersöka förskollärares uppfattningar om barns 
lärande i Reggio Emiliainspirerade förskolor. Vi har undersökt vad förskollärare säger om 
barns lärande, samt vilka principer de har som utgångspunkter. Vår teoretiska utgångspunkt är …",Lena Westerberg,10
[BOOK][B] Flickor och pojkar med Aspergers syndrom,https://www.regionvarmland.se/download/18.1a8c237f17a8346c8a3263ea/1625701807694/Asperger%20rapport.pdf,"M Hallerbäck, K Magnusson, L Westerberg-Lind ",2008 ,"… Lena Westerberg Lind är socionom och har arbetat på Barn- och ungdomspsykiatriska 
kliniken och Np-enheten 1991-2004. De driver sedan sommaren 2001 träningsboenden för 
ungdomar med Aspergers syndrom/högfungerande autism, Odlargränd i Kil och Tutemo i Hagfors…",Lena Westerberg,10
[CITATION][C] Hälsofrämjande beteende utanför arbetstid?: En attitydundersökning på studerande med arbetslivserfarenhet i Jämtland.,https://www.diva-portal.org/smash/record.jsf?pid=diva2:856000,"L Westerberg, A Wikman ",2015 ,,Lena Westerberg,10
[CITATION][C] Suggestopedi och koncentration: påverkar undervisningsmetoden elevers koncenration,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1026293,"U Stenlund, L Westerberg-Marklund ",2002 ,"URN: urn: nbn: se: ltu: diva-52920 ISRN: LTU-PED-EX--02/088--SE Local ID: 9fecfffe-3648-42b4-8145-d7a75573ddc5 OAI: oai: DiVA. org: ltu-52920 DiVA, id: diva2: 1026293",Lena Westerberg,10
Projekt: Hästkrafter för entreprenörskap,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1009375,"L Abrahamsson, M Westerberg, L Forsberg ",2010 ,"Projekt: Hästkrafter för entreprenörskap diva-portal.org Digitala Vetenskapliga Arkivet Simple 
search Advanced search - Research publicationsAdvanced search - Student thesesStatistics 
EnglishSvenskaNorsk Change search CiteExport BibTex CSL-JSON CSV 1 CSV 2 CSV 3 …",Lena Westerberg,10
Promoting a safety climate and safety activities for health and work ability in home care services workers,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1009162,"A Larsson, L Karlqvist, M Westerberg… ","… : 20/06/2011-23/06/2011, 2011 ","Purpose: The present study aims to describe home care service workers' perceptions of safety 
climate and safety activities at work as well as working conditions, self-efficacy, and health 
and work ability. Relevance: High frequencies of work-related musculoskeletal disorders …",Lena Westerberg,10
Screening of germline mutations in the CDKN2A and CDKN2B genes in Swedish families with hereditary cutaneous melanoma,https://academic.oup.com/jnci/article-abstract/89/10/697/2526070,"A Platz, J Hansson, E Månsson-Brahme… ","Journal of the …, 1997 ","… We thank Ulla Hedebrant, Joseph Lawrence, and Elisabeth Lundin for their excellent technical 
assistance and Lena Westerberg and Mia … We thank Ulla Hedebrant, Joseph Lawrence, 
and Elisabeth Lundin for their excellent technical assistance and Lena Westerberg and Mia …",Lena Westerberg,10
Halle au Blé,https://odr.chalmers.se/handle/20.500.12380/303078,"C Holst, L Tegnér, B Westerberg ",1961 ,"Chalmers Open Digital Repository: Halle au Blé Skip navigation Home Browse Communities 
& Collections Browse Items by: Issue Date Author Title Subject Language English Svenska 
Sign on to: My DSpace Receive email updates Edit Profile Chalmers Open Digital …",Lena Westerberg,10
CDKN2A germ-line mutations in individuals with multiple cutaneous melanomas,https://cancerres.aacrjournals.org/content/60/24/6864.short,"J Hashemi, A Platz, T Ueno, U Stierner, U Ringborg… ","Cancer research, 2000 ","Germ-line CDKN2A mutations are present in some kindreds with hereditary cutaneous 
melanoma, and in Sweden a founder mutation with an extra arginine in codon 113 (113insR) 
has been identified. We screened 80 individuals with at least two primary cutaneous melanomas…",Lena Westerberg,10
[BOOK][B] Det ideologiska landskapet,https://portal.research.lu.se/portal/en/publications/det-ideologiska-landskapet(e575fcd1-bef7-403f-8c25-8565d2f8af93).html,R Thörn ,2007 ,"The present work is one of nine parts making up the archaeological project The Öresund Fixed 
Link. The book begins with an account of all the features and artefacts that are considered 
to have belonged to the ideological sphere within the project. The focus is on two sites, one …",Lena Westerberg,20
[BOOK][B] Det ideologiska landskapet,https://portal.research.lu.se/portal/en/publications/det-ideologiska-landskapet(e575fcd1-bef7-403f-8c25-8565d2f8af93).html,R Thörn ,2007 ,"The present work is one of nine parts making up the archaeological project The Öresund Fixed 
Link. The book begins with an account of all the features and artefacts that are considered 
to have belonged to the ideological sphere within the project. The focus is on two sites, one …",Lena Westerberg,20
Den Potentiella Risken med Riskkapital-En studie av riskkapitalbolagens intåg i djursjukvården och de potentiella effekterna detta får på djurförsäkringsmarknaden,https://www.diva-portal.org/smash/record.jsf?pid=diva2:872591,"S Liljeström, S Johansson ",2015 ,"Fram till 2011 dominerades den svenska djursjukvården av ett fåtal djursjukhus samt ett 
större antal små och medelstora ägarledda kliniker. Sedan dess har mycket förändrats. 
Under 2011 och 2012 skedde ett antal sammanslagningar av kliniker samt djursjukhus som …",Lena Westerberg,20
Den Potentiella Risken med Riskkapital-En studie av riskkapitalbolagens intåg i djursjukvården och de potentiella effekterna detta får på djurförsäkringsmarknaden,https://www.diva-portal.org/smash/record.jsf?pid=diva2:872591,"S Liljeström, S Johansson ",2015 ,"Fram till 2011 dominerades den svenska djursjukvården av ett fåtal djursjukhus samt ett 
större antal små och medelstora ägarledda kliniker. Sedan dess har mycket förändrats. 
Under 2011 och 2012 skedde ett antal sammanslagningar av kliniker samt djursjukhus som …",Lena Westerberg,20
[PDF][PDF] Coexpression of MTH1 and PMS2 is associated with advanced disease and disease progression after therapy in melanoma,https://eprints.whiterose.ac.uk/179997/1/1-s2.0-S0022202X21016894-main.pdf,"I Das, R Tuominen, T Helleday… ","Journal of …, 2021 ","… Thanks to the oncologists Maria Wolodarski, Hildur Helgadóttir, Giuseppe Masucci, Hanna 
Eriksson, and Johan Falkenius and the nurse Lena Westerberg in supporting us with the 
inclusion of patients in this work. We thank Karl-Johan Ekdahl for helping us in collecting tumor …",Lena Westerberg,20
Phenocopies in melanoma-prone families with germ-line CDKN2A mutations,https://www.nature.com/articles/gim2017216,"H Helgadottir, H Olsson, MA Tucker, XR Yang… ","Genetics in …, 2018 ","Purpose Carriers of CDKN2A mutations have high risks of melanoma and certain other 
cancers. In this study we examined the occurrence of tumors among CDKN2A wild type (wt) 
members of melanoma-prone families with CDKN2A mutations. Methods Swedish and US …",Lena Westerberg,20
[HTML][HTML] Cancer risks and survival in patients with multiple primary melanomas: Association with family history of melanoma and germline CDKN2A mutation status,https://www.sciencedirect.com/science/article/pii/S0190962217318066,"H Helgadottir, R Tuominen, H Olsson… ","Journal of the American …, 2017 ","Background Worse outcomes have been noted in patients with multiple primary melanomas 
(MPMs) than in patients with single primary melanomas. Objective We investigated how family 
history of melanoma and germline CDKN2A mutation status of MPM patients affects risks …",Lena Westerberg,20
High risk of tobacco-related cancers in CDKN2A mutation-positive melanoma families,https://jmg.bmj.com/content/51/8/545.short,"H Helgadottir, V Höiom, G Jönsson… ","Journal of medical …, 2014 ","Background Germline mutations in the tumour suppressor gene CDKN2A occur in 5–20% 
of familial melanoma cases. A single founder mutation, p.Arg112dup, accounts for the 
majority of CDKN2A mutations in Swedish carriers. In a national program, carriers of p.Arg112dup …",Lena Westerberg,20
[HTML][HTML] Main results of the losartan versus amlodipine (LOA) study on drug tolerability and psychological general well-being,https://journals.lww.com/jhypertension/Fulltext/1997/15110/Main_results_of_the_losartan_versus_amlodipine.18.aspx,"B Dahlöf, LH Lindholm, S Carney… ","Journal of …, 1997 ","Objective To compare two losartan regimens (with and without hydrochlorothiazide) and 
amlodipine in treating mild-to-moderate hypertension regarding their blood-pressure-lowering 
effect, drug tolerability and quality of life. Design A 12-week, randomized, double-blind, …",Lena Westerberg,20
[HTML][HTML] Extracellular microvesicle microRNAs as predictive biomarkers for targeted therapy in metastastic cutaneous malignant melanoma,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206942,"FC Svedman, W Lohcharoenkal, M Bottai, SE Brage… ","PLoS …, 2018 ","… We also thank research nurses Karl-Johan Ekdahl Diana Lindén and Lena Westerberg as 
well as our colleagues at the clinic for their efforts in including patients and collecting samples. 
We thank Rainer Tuominen PhD, Marianne Frostvik Stolt technician and the PhD student …",Lena Westerberg,20
CDKN2a mutation‐negative melanoma families have increased risk exclusively for skin cancers but not for other malignancies,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.29595,"H Helgadottir, V Höiom, R Tuominen… ","… journal of cancer, 2015 ","Germline CDKN2A mutations are found in 5–20% of melanoma families. Numerous studies 
have shown that carriers of CDKN2A mutations have increased risks of non‐melanoma cancers, 
but so far there have been no studies investigating cancer risks in CDKN2A wild type (wt…",Lena Westerberg,30
[HTML][HTML] CM-Score: a validated scoring system to predict CDKN2A germline mutations in melanoma families from Northern Europe,https://jmg.bmj.com/content/55/10/661.abstract,"TP Potjer, H Helgadottir, M Leenheer… ","Journal of medical …, 2018 ","Background Several factors have been reported that influence the probability of a germline 
CDKN2A mutation in a melanoma family. Our goal was to create a scoring system to estimate 
this probability, based on a set of clinical features present in the patient and his or her family…",Lena Westerberg,30
