title,title_link,authors,publications,snippet,hcp_name,num_articles
Outcome and presentation of heart failure in breast cancer patients: findings from a Swedish register-based study,https://academic.oup.com/ehjqcco/article-abstract/6/2/147/5536718,"E Hedayati, A Papakonstantinou… ","… Journal-Quality of …, 2020 ","Aims Heart failure (HF) patients diagnosed with breast cancer (BC) may have a higher risk 
of death, and different HF presentation and treatment than patients without BC. Methods and 
results A total of 14 998 women with incident HF (iHF) or prevalent HF (pHF) enrolled in the …",Renske Altena,20
Outcome and presentation of heart failure in breast cancer patients: findings from a Swedish register-based study,https://academic.oup.com/ehjqcco/article-abstract/6/2/147/5536718,"E Hedayati, A Papakonstantinou… ","… Journal-Quality of …, 2020 ","Aims Heart failure (HF) patients diagnosed with breast cancer (BC) may have a higher risk 
of death, and different HF presentation and treatment than patients without BC. Methods and 
results A total of 14 998 women with incident HF (iHF) or prevalent HF (pHF) enrolled in the …",Renske Altena,20
[HTML][HTML] Heart matters: cardiovascular complications related to cancer treatment,https://www.futuremedicine.com/doi/full/10.2217/fon.12.194,"R Altena, DJ Van Veldhuisen ","Future Oncology, 2013 ","Panel enforced the need for the development of evidence-based monitoring strategies for 
cardiotoxicity during and after cancer treatments [6]. Up to now, no studies have been performed 
that investigate the most effective schedule of timing and contents of cardiac follow-up. …",Renske Altena,20
[PDF][PDF] Use of Sickness Benefits by Patients With Metastatic Breast Cancer–A Swedish Cohort Study,https://www.researchsquare.com/article/rs-605050/latest.pdf,"R Altena, SAM Gernaat, U Wilking, NA Kiani… ",2021 ,"Background Advances in the treatment of metastatic breast cancer (mBC) have led to 
improved life expectancy. Many cancer survivors desire to return to paid work to enhance their 
sense of well-being. For patients with mBC, little is known about how the diagnosis impacts …",Renske Altena,20
Sickness absence and disability pension among Swedish women before breast cancer relapse.,https://ascopubs.org/doi/abs/10.1200/JCO.2020.38.15_suppl.e14121,"H Elham, S Gernaat, A Johnsson, U Wilking, R Altena ",2020 ,"e14121 Background: Sickness absence (SA) and disability pension (DP) from diagnosis of 
primary breast cancer (BC) among patients who in a later stage will develop a recurrence or 
metastatic disease is unknown. This study explores the prevalence and risk factors of SA and …",Renske Altena,20
Macrophage inhibitory cytokine 1 plasma levels in testicular cancer patients during cisplatin combination treatment and their relation to endothelial damage.,https://ascopubs.org/doi/abs/10.1200/jco.2012.30.15_suppl.e15035,"R Altena, RSN Fehrmann, H Boer, EGE de Vries… ",2012 ,"e15035 Background: Chemotherapy- (CTx) related endothelial damage contributes to 
cardiovascular morbidity in testicular cancer (TC) patients (pts). We used an unbiased translational 
approach to identify mechanisms of and potential biomarkers for this damage. Methods: …",Renske Altena,20
Bleomycin-induced pulmonary changes on restaging CT scans: Frequency and correlation with fibrosis markers.,https://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.4540,"NDL Westerink, S Lubberts, MW den Hollander… ",2015 ,"4540 Background: Bleomycin-induced pneumonitis (BIP) is a well-known, potentially fatal, 
side-effect in metastatic testicular cancer (mTC). We prospectively investigated I: prevalence 
of lesions suspect for bleomycin-induced pulmonary changes on restaging CT scans; II: …",Renske Altena,20
High risk vascular fingerprint in patients treated with cisplatin-based chemotherapy for testicular cancer.,https://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.e15556,"S Lubberts, H Boer, R Altena, C Meijer, AM van Roon… ",2015 ,"e15556 Background: Metastatic TC (mTC) can be cured with cisplatin-based chemotherapy 
(CT). This comes at the price of increased risk for premature cardiovascular disease (CVD). 
We investigated risk factors (RFs) and markers of early vascular damage. Methods: …",Renske Altena,20
Association of long-term exposure to circulating platinum with adverse late effects in testicular cancer survivors.,https://ascopubs.org/doi/abs/10.1200/jco.2012.30.15_suppl.4528,"H Boer, JH Proost, J Nuver, S Bunskoek, JQ Gietema… ",2012 ,"4528 Background: Successful platinum(Pt)-based chemotherapy for testicular cancer (TC) 
comes at the price of late cardiovascular morbidity and neurotoxicity. Damage induced by 
circulating Pt could be an etiological mechanism. We investigated the relation between …",Renske Altena,20
[HTML][HTML] High intensity exercise during breast cancer chemotherapy-effects on long-term myocardial damage and physical capacity-data from the OptiTrain RCT,https://link.springer.com/article/10.1186/s40959-021-00091-1,"J Ansund, S Mijwel, KA Bolam, R Altena, Y Wengström… ","Cardio-oncology, 2021 ","Adjuvant systemic breast cancer treatment improves disease specific outcomes, but also 
presents with cardiac toxicity. In this post-hoc exploratory analysis of the OptiTrain trial, the 
effects of exercise on cardiotoxicity were monitored by assessing fitness and biomarkers over the …",Renske Altena,20
[CITATION][C] Chemotherapy-related cardiovascular morbidity in testicular cancer patients: markers & mechanisms,https://research.rug.nl/en/publications/chemotherapy-related-cardiovascular-morbidity-in-testicular-cance,R Altena ,2011 ,… Renske Altena …,Renske Altena,30
[CITATION][C] Chemotherapy-related cardiovascular morbidity in testicular cancer patients: markers & mechanisms,https://research.rug.nl/en/publications/chemotherapy-related-cardiovascular-morbidity-in-testicular-cance,R Altena ,2011 ,… Renske Altena …,Renske Altena,30
[CITATION][C] The editors extend their gratitude and appreciation to the following reviewers whose com-ments and criticism ensure the quality of the articles published in …,https://www.karger.com/Article/Abstract/521123,"S Alipour, R Altena, B Ataseven, W Bader, M Balic ","Breast Care, 2021 ","… Carl Ade, Manhattan, KS, USA Felipe Ades, Sao Paulo, Brazil Elena Akimova, Vienna, 
Austria Sadaf Alipour, Tehran, Iran Renske Altena, Solna, Sweden Beyhan Ataseven, Essen, 
Germany Eli Avisar, Miami, FL, USA Werner Bader, Bielefeld, Germany Marija Balic, Graz …",Renske Altena,30
Cardiovascular risk in long‐term survivors of testicular cancer,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.23389,"DJ Vaughn, SC Palmer, JR Carver, LA Jacobs… ","Cancer, 2008 ","BACKGROUND Long‐term survivors of testicular cancer (TC) who received cisplatin‐based 
chemotherapy have an increased risk of cardiovascular disease. A cross‐sectional study 
was performed to objectively assess cardiovascular risk, subclinical atherosclerosis, and …",Renske Altena,30
Cardiac protection in HER2-targeted treatment: how should we measure new strategies?,https://jamanetwork.com/journals/jamaoncology/article-abstract/2529692,"A Barac, SM Swain ","JAMA oncology, 2016 ","Therapies targeted at human endothelial growth factor receptor 2 (HER2) have revolutionized 
the treatment of HER2-positive breast cancer and continue to improve survival of patients 
with early and metastatic breast cancer. Cardiac dysfunction, either as asymptomatic decline …",Renske Altena,30
Cardiac protection in HER2-targeted treatment: how should we measure new strategies?,https://jamanetwork.com/journals/jamaoncology/article-abstract/2529692,"A Barac, SM Swain ","JAMA oncology, 2016 ","Therapies targeted at human endothelial growth factor receptor 2 (HER2) have revolutionized 
the treatment of HER2-positive breast cancer and continue to improve survival of patients 
with early and metastatic breast cancer. Cardiac dysfunction, either as asymptomatic decline …",Renske Altena,30
Potential Benefit of Low-Dose Candesartan in Trastuzumab-Induced Cardiotoxic Effects,https://jamanetwork.com/journals/jamaoncology/article-abstract/2575464,"S Yun, R Khoubyari, I Abraham ","JAMA oncology, 2017 ","To the Editor From their trial comparing high-dose candesartan vs placebo in patients with 
early-stage breast cancer, Boekhout et al1 concluded that candesartan does not have a 
clinically significant benefit for preventing trastuzumabinduced cardiotoxic effects. This trial …",Renske Altena,30
[BOOK][B] Costs and effects of laparoscopy versus laparotomy in women with early endometrial cancer,https://research.rug.nl/files/14663943/Complete%20thesis,CBM Bijen ,2010 ,"Copyright Other than for strictly personal use, it is not permitted to download or to forward/distribute 
the text or part of it without the consent of the author (s) and/or copyright holder (s), unless 
the work is under an open content license (like Creative Commons). …",Renske Altena,30
[CITATION][C] The editors extend their gratitude and appreciation to the following reviewers whose com-ments and criticism ensure the quality of the articles published in …,https://www.karger.com/Article/Abstract/512448,"M Banaszynski, KH Breuing, MA Dalzell ","Breast Care, 2020 ","Acknowledgement to Reviewers Page 1 Acknowledgement to Reviewers The editors extend 
their gratitude and appreciation to the following reviewers whose comments and criticism 
ensure the quality of the articles published in this journal. Stefan Aebi, Lucerne Elena Akimova…",Renske Altena,30
Динаміка гемодинамічних та гематологічних показників при ургентних оперативних втручаннях,https://odmu.edu.ua/xmlui/handle/123456789/8161,"РС Вастьянов, ІВ Савицький, ОФ Дзигал, СВ Руснак… ",2020 ,"Актуальною для забезпечення хірургічної допомоги залишається проблема кровотеч на 
різних етапах лікування. Різними авторами наводяться численні методи діагностики, в 
основі яких лежать гемодинамічні і гематологічні патогенетичні зміни в організмі. Нами …",Renske Altena,30
"Correlation between low-dose chest computed tomography and RT-PCR results for the diagnosis of COVID-19: A report of 27,824 cases in tehran, Iran",https://www.sciencedirect.com/science/article/pii/S1076633220305420,"A Zali, MR Sohrabi, A Mahdavi, N Khalili, MS Taheri… ","Academic …, 2021 ","Rationale and Objectives Real-time polymerase chain reaction (RT-PCR) remains the gold 
standard for confirmation of Coronavirus Disease 2019 (COVID-19) despite having many 
disadvantages. Here, we investigated the diagnostic performance of chest computed …",Reza Khoshnoud,10
"Genes related to growth regulation, DNA repair and apoptosis in an oestrogen receptor-negative (MDA-231) versus an oestrogen receptor-positive (MCF-7) breast …",https://www.karger.com/Article/Abstract/77722,"S Skog, Q He, R Khoshnoud, T Fornander, LE Rutqvist ","Tumor Biology, 2004 ","The molecular mechanism(s) behind the development of endocrine resistance in breast 
cancer remains controversial. Here, we compare the capability of oestrogen receptor (ER)-negative 
cells (MDA-231) versus ER-positive tamoxifen-sensitive cells (MCF-7) to handle DNA …",Reza Khoshnoud,10
Time-dependent RNA degradation affecting cDNA array quality in spontaneous canine tumours sampled using standard surgical procedures,https://www.spandidos-publications.com/ijmm/16/6/979,"H Von Euler, R Khoshnoud, Q He… ","International …, 2005 ","Heterogeneous gene expression in tumours and the degradation of RNA when sampling under 
non-RNAse-free conditions may limit the potential benefit of cDNA array studies. This study 
examines changes in the integrity of RNA by means of RNA gel electrophoresis at various …",Reza Khoshnoud,10
Experimental investigation on self-compacting concrete reinforced with steel fibers,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10235262,"O Zarrin, HR Khoshnoud ","Structural engineering and mechanics: An …, 2016 ","Self-Compacting Concrete (SCC) has been originally developed in Japan to offset a growing 
shortage of skilled labors, is a highly workable concrete, which is not needed to any vibration 
or impact during casting. The utilizing of fibers in SCC improves the mechanical properties …",Reza Khoshnoud,10
[HTML][HTML] Experimental study of masonry infill reinforced concrete frames with and without corner openings,https://www.koreascience.or.kr/journal/view.jsp?kj=KJKHB9&py=2016&vnc=v57n4&sp=641,"HR Khoshnoud, K Marsono ","Structural Engineering and …, 2016 ","Reinforced concrete frame buildings with masonry infill walls are one of the most popular 
structural systems in the world. In most cases, the effects of masonry infill walls are not considered 
in structural models. The results of earthquakes show that infill walls have a significant …",Reza Khoshnoud,10
Surgical management of the fourth ventricular tumors using telovelar approach and the role of neuroendoscopy: Post-operative outcome and long-term results in a …,https://www.sciencedirect.com/science/article/pii/S0303846720307629,"EN Maloumeh, RJ Khoshnoud, K Ebrahimzadeh… ","Clinical Neurology and …, 2021 ","Objectives The telovelar approach is a surgical method performed through natural corridors 
of the brain to access the fourth ventricle. The aim of this study is to assess the results of this 
approach as well as the role of neuroendoscopy in surgical management of fourth ventricle …",Reza Khoshnoud,10
[PDF][PDF] Effectiveness of Extremely Low Frequency Electromagnetic Field and Pulsed Low Level Laser Therapy in Acute Stroke Treatment,https://www.sid.ir/FileServer/JE/GHA50004620200304,"F Ashrafi, A Rezaei, A Azhideh, F Tabeie… ","International Clinical …, 2020 ","Introduction: Stroke is one of the most devastating neurologic conditions in the world. Despite 
all the efforts that have been made for effective treatment, the prevalence of this medical 
condition is still high. One of the new methods in the treatment of patients is the use of low …",Reza Khoshnoud,10
[PDF][PDF] Transverse myelitis in COVID-19 patients: Report of two cases,https://www.researchsquare.com/article/rs-107744/latest.pdf,"S Advani, A Zali, D Ommi, A Fatemi, RJ Khoshnoud… ",2020 ,"Background: COVID-19 has been associated with several neurological complications. One of 
these complications is transverse myelitis. Several cases of acute transverse myelitis are 
reported in association with this disease among the world. As there is lack of knowledge about …",Reza Khoshnoud,10
Fatal cases of strychnine ingestion referred to Fars Legal Medicine Organization; Autopsy findings and Analytical methods used in strychnine detection,http://tips.sums.ac.ir/index.php/TiPS/article/view/130,"M Hosseini, A Malekpour, R Khoshnoud… ","Trends in …, 2017 ","Strychnine is a toxic alkaloid which might be the source of poisoning with homicidal and 
suicidal purposes. Eleven fatal cases of strychnine ingestion were considered in this study. 
Strychnine was isolated from biological samples using the solid phase extraction (SPE) …",Reza Khoshnoud,10
Saccular mycotic aneurysm of descending thoracic aorta secondary to vertebral hydatid disease: A rare case,https://journals.sagepub.com/doi/abs/10.1177/1708538121994370,"M Mozafar, H Haghighatkhah, RJ Khoshnoud… ","…, 2021 ","Background/Objective Hydatid disease of the aorta is very rare. Hydatid disease can result in 
saccular aneurysm of the thoracic and abdominal aorta. Case report We report a rare case 
of saccular aneurysm of the distal descending thoracic aorta. The diameter of the aneurysm …",Reza Khoshnoud,10
The Sensorineural Hearing Loss Related to a Rare Infratentorial Developmental Venous Angioma: A Case Report and Review of Literature,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0041-1725960,"K Ebrahimzadeh, HH Tavassol… ","… Surgery Part A …, 2021 ","Background Developmental venous anomaly (DVA) is a benign venous abnormality draining 
normal brain parenchyma. It is mostly asymptomatic; however, rare complications such 
as hemorrhage may lead to symptomatic conditions. Headache and seizure are the most …",Reza Khoshnoud,20
[PDF][PDF] Assessment of FEMA 356 nonlinear static procedure and modal pushover analysis for seismic evaluation of buildings,http://www.samt2000.com/uploads/397624technopress.pdf,"HR Khoshnoud, K Marsono ","Structural Engineering and Mechanics, 2012 ","Nonlinear static analysis as an essential part of performance based design is now widely used 
especially at design offices because of its simplicity and ability to predict seismic demands 
on inelastic response of buildings. Since the accuracy of nonlinear static procedures (NSP) …",Reza Khoshnoud,20
The impact of RNA standardization and heterogeneous gene expression on the results of cDNA array of human breast carcinoma,https://www.spandidos-publications.com/10.3892/ijmm_00000399,"R Khoshnoud, Q He, M Sylván… ","International …, 2010 ","cDNA microarray is an established technique. However, difficulties such as handling tissue 
samples under RNase-free conditions, the heterogeneous tumor composition, ie non-malignant 
versus malignant cells and different pathologic types of malignant cells, and lack of …",Reza Khoshnoud,20
[PDF][PDF] Altered Transcript Levels of Cytokines in COVID-19 Patients,https://www.researchsquare.com/article/rs-126215/latest.pdf,"M Samsami, A Fatemi, RJ Khoshnoud, K Kohansal… ",2020 ,"The pandemic caused by severe acute respiratory syndrome coronavirus 2 and the related 
disorder ie “coronavirus disease 2019”(COVID-19) have encouraged researchers to unravel 
the molecular mechanism of disease severity. Several lines of evidence support the impact of…",Reza Khoshnoud,20
Glioblastoma simultaneously present with adjacent meningioma: Case report,https://journals.sbmu.ac.ir/Neuroscience/article/view/13193,"MR Shahmohammadi, H Javadian… ","International Clinical …, 2016 ","In this article, we report a 49-year-old woman with simultaneous meningioma and astrocytoma 
occurrence in the same patients without radiotherapy, phacomatosis, or any genetic 
disorders. We aimed to define surgical management and the etiopathogenic correlations of …",Reza Khoshnoud,20
Cervical Spine Epidural Abscess Caused by Brucellosis: A Case Report and Literature Review,https://europepmc.org/article/ppr/ppr411719,"M Shafizad, S Ehteshami, H Shojaei, RJ Khoshnoud ",2021 ,"We report a rare case of cervical epidural abscess at the C5-C6 levels. The patient underwent 
surgery with complete abscess removal through C6 vertebral body corpectomy. The result 
of bacteriological culture was Brucella melitensis. Brucellosis must be considered as a …",Reza Khoshnoud,20
[PDF][PDF] In vitro assessment of synthetic nano engineered graft designed for further clinical study in nerve regeneration,https://www.sid.ir/FileServer/JE/50004620180305,"A Sadeghi, F Moztarzadeh, JA Mohandesi… ","International Clinical …, 2018 ","Background: Electrospun nanofibrous scaffolds are considered as promising candidates in 
neural tissue regeneration due to their ability to support neural cell attachment, spreading 
and proliferation. Methods: In this paper, various type of nanofibers scaffold based on …",Reza Khoshnoud,20
[PDF][PDF] MODIFIED SOLID PHASE EXTRACTION OF ORGANOPHOSPHORUS PESTICIDES; REPORT OF TWO CASES OF SUICIDES,http://ijpbs.com/ijpbsadmin/upload/ijpbs_57b9bda063d05.pdf,"M Hosseini, H Abbasinia, A Malekpour, T Tarian… ",ijpbs.com,"Acute pesticide toxicity is extremely common in developing countries of the Asia–Pacific region, 
particularly in individuals with low education and poor regulatory frameworks [1]. The excessive 
and unregulated use of pesticides in agriculture and public health has caused severe …",Reza Khoshnoud,20
A Case Report of Suicide with Chloroquine Overdose and Review of Literature,http://jabs.fums.ac.ir/article-1-980-en.html,"M Hosseini, R Khoshnoud, S Gholamzadeh… ","Journal of Fasa …, 2016 ","Background & Objective: Suicide is considered as the tenth cause of death worldwide. There 
are several suicide reports consist in the use of certain unusual drugs, such as chloroquine. 
Case report: The cadaver of a 25-year-old single woman was found dead in her home and …",Reza Khoshnoud,20
Experimental study to evaluate dynamic specifications of reinforced concrete moment resistant frame based on forced vibration test with structure-foundation-soil …,https://jcr.guilan.ac.ir/article_3749_en.html?lang=fa,"HR Khoshnoud, A Alireza Heydari Heydari ","Concrete Research, 2019 ","AbstractStructures dynamic characteristics including natural periods, mode shapes and damping 
ratios are the most important factors of the structure's response to earthquakes. Numerical 
models used to determine the dynamic characteristics of structures are usually based on …",Reza Khoshnoud,20
[BOOK][B] Adjuvant tamoxifen in breast cancer: clinical and preclinical studies on the prediction value of estrogen receptor,https://openarchive.ki.se/xmlui/handle/10616/38552,MR Khoshnoud ,2010 ,"Breast cancer (BC) exhibits great heterogeneity at histophatological, clinical and molecular 
levels. However, the different clinical outcomes in patients with seemingly similar breast cancer 
have led scientists to search for subgroups or for factors and characteristics related to the …",Reza Khoshnoud,30
[BOOK][B] Adjuvant tamoxifen in breast cancer: clinical and preclinical studies on the prediction value of estrogen receptor,https://openarchive.ki.se/xmlui/handle/10616/38552,MR Khoshnoud ,2010 ,"Breast cancer (BC) exhibits great heterogeneity at histophatological, clinical and molecular 
levels. However, the different clinical outcomes in patients with seemingly similar breast cancer 
have led scientists to search for subgroups or for factors and characteristics related to the …",Reza Khoshnoud,30
[BOOK][B] Adjuvant tamoxifen in breast cancer: clinical and preclinical studies on the prediction value of estrogen receptor,https://openarchive.ki.se/xmlui/handle/10616/38552,MR Khoshnoud ,2010 ,"Breast cancer (BC) exhibits great heterogeneity at histophatological, clinical and molecular 
levels. However, the different clinical outcomes in patients with seemingly similar breast cancer 
have led scientists to search for subgroups or for factors and characteristics related to the …",Reza Khoshnoud,30
[BOOK][B] Adjuvant tamoxifen in breast cancer: clinical and preclinical studies on the prediction value of estrogen receptor,https://openarchive.ki.se/xmlui/handle/10616/38552,MR Khoshnoud ,2010 ,"Breast cancer (BC) exhibits great heterogeneity at histophatological, clinical and molecular 
levels. However, the different clinical outcomes in patients with seemingly similar breast cancer 
have led scientists to search for subgroups or for factors and characteristics related to the …",Reza Khoshnoud,30
Assessment of Anterior Cervical Discectomy,https://journals.sbmu.ac.ir/neuroscience/article/view/6534,"A Zali, A Zarghi, AS Seddighi… ","International Clinical …, 2014 ","Abstract Background: The purpose of this study is to evaluate anterior cervical discectomy. 
Materials and Methods: This retrospective study was conducted on 43 patients underwent 
surgery through standard Smith-Robison Technique with fusion. Postoperative follow-up period …",Reza Khoshnoud,30
Assessment of Anterior Cervical Discectomy,https://journals.sbmu.ac.ir/neuroscience/article/view/6534,"A Zali, A Zarghi, AS Seddighi… ","International Clinical …, 2014 ","Abstract Background: The purpose of this study is to evaluate anterior cervical discectomy. 
Materials and Methods: This retrospective study was conducted on 43 patients underwent 
surgery through standard Smith-Robison Technique with fusion. Postoperative follow-up period …",Reza Khoshnoud,30
مطالعه تجربی تعیین مشخصات دینامیکی ساختمان پنج طبقه قاب خمشی بتنی با استفاده از آزمایش ارتعاش اجباری‎,https://jcr.guilan.ac.ir/mobile/article_3749.html?lang=fa,"خوشنود, حیدری ","تحقیقات بتن, 2019‎ ","خلاصه خواص دینامیکی سازه ها شامل پریود های طبیعی، مودهای ارتعاشی و نسبت میرایی مهمترین 
عواملی هستند که تعیین کننده عکس العمل های سازه در مقابل زلزله می باشند. مدل های نرم افزاری که 
جهت تعیین خصوصیات دینامیکی سازه مورد استفاده قرار می گیرند، معمولا دارای فرضیات ساده کننده …‎",Reza Khoshnoud,30
ÉTUDE PARAMÉTRIQUE EN STATIQUE NON-LINAIRE DU FACTEUR DE COMPORTEMENT POUR LES STRUCTURES MÉTALLIQUES DIMENSIONNÉES SELON …,https://search.proquest.com/openview/94d9d00d97a14918dec0b324b1bb6f44/1?pq-origsite=gscholar&cbl=276222,"A Chekired, A Abed ","Annales du Bâtiment et des Travaux …, 2015 ","Despite compliance with recommendations made by seismic codes many structures suffer 
major damage during a major earthquake. The behavior of a structure during a severe 
earthquake is not necessarily the one intended by the designer. The interaction between …",Reza Khoshnoud,30
[BOOK][B] Adjuvant tamoxifen and luteinizing hormone-releasing hormone agonists in premenopausal breast cancer: On long-term benefits and side effects in a …,https://openarchive.ki.se/xmlui/handle/10616/41188,Á Sverrisdóttir ,2012 ,"Adjuvant endocrine therapy improves breast cancer survival, unconditional of other treatment. 
In premenopausal breast cancer, tamoxifen for 5 years is the standard treatment, with or 
without the addition of ovarian ablative therapy. The optimal timing and duration of ovarian …",Reza Khoshnoud,30
[PDF][PDF] ADJUVANT TAMOXIFEN AND LUTEINIZING HORMONE-RELEASING HORMONE AGONISTS IN PREMENOPAUSAL BREAST CANCER,https://core.ac.uk/download/pdf/70340328.pdf,Á Sverrisdóttir ,2012 ,"Adjuvant endocrine therapy improves breast cancer survival, unconditional of other treatment. 
In premenopausal breast cancer, tamoxifen for 5 years is the standard treatment, with or 
without the addition of ovarian ablative therapy. The optimal timing and duration of ovarian …",Reza Khoshnoud,30
[HTML][HTML] Bevacizumab plus radiotherapy–temozolomide for newly diagnosed glioblastoma,https://www.nejm.org/doi/full/10.1056/nejmoa1308345,"OL Chinot, W Wick, W Mason… ","… England Journal of …, 2014 ","Background Standard therapy for newly diagnosed glioblastoma is radiotherapy plus 
temozolomide. In this phase 3 study, we evaluated the effect of the addition of bevacizumab to 
radiotherapy–temozolomide for the treatment of newly diagnosed glioblastoma. Methods We …",Roger Henriksson,10
[HTML][HTML] Temozolomide versus standard 6-week radiotherapy versus hypofractionated radiotherapy in patients older than 60 years with glioblastoma: the Nordic …,https://www.sciencedirect.com/science/article/pii/S1470204512702656,"A Malmström, BH Grønberg, C Marosi, R Stupp… ","The lancet oncology, 2012 ","Background Most patients with glioblastoma are older than 60 years, but treatment guidelines 
are based on trials in patients aged only up to 70 years. We did a randomised trial to assess 
the optimum palliative treatment in patients aged 60 years and older with glioblastoma. …",Roger Henriksson,10
[HTML][HTML] Genome-wide association study identifies five susceptibility loci for glioma,https://www.nature.com/articles/ng.407,"S Shete, FJ Hosking, LB Robertson, SE Dobbins… ","Nature …, 2009 ","To identify risk variants for glioma, we conducted a meta-analysis of two genome-wide 
association studies by genotyping 550K tagging SNPs in a total of 1,878 cases and 3,670 
controls, with validation in three additional independent series totaling 2,545 cases and 2,953 …",Roger Henriksson,10
